corruption,severity,clf,delta,scope
missing_strides,medium,svm,0.9808397333333334,within:als
missing_strides,medium,dt,0.7280657999999998,within:als
missing_strides,medium,qda,0.9522793000000002,within:als
missing_strides,medium,xgb,0.8665710999999999,within:als
missing_strides,medium,lgbm,0.7784409999999998,within:als
missing_strides,heavy,rf,0.9075318666666666,within:als
missing_strides,heavy,knn,0.9523830666666666,within:als
missing_strides,heavy,svm,0.9811250000000001,within:als
missing_strides,heavy,dt,0.7304222999999997,within:als
missing_strides,heavy,qda,0.9536284333333334,within:als
missing_strides,heavy,xgb,0.8663601666666667,within:als
missing_strides,heavy,lgbm,0.7783949333333333,within:als
label_noise,light,rf,0.867082,within:als
label_noise,light,knn,0.9068377333333334,within:als
label_noise,light,svm,0.9329260333333333,within:als
label_noise,light,dt,0.7045324000000001,within:als
label_noise,light,qda,0.9066254000000001,within:als
label_noise,light,xgb,0.8285191333333333,within:als
label_noise,light,lgbm,0.7509481666666666,within:als
label_noise,medium,rf,0.8257568000000001,within:als
label_noise,medium,knn,0.8610222000000001,within:als
label_noise,medium,svm,0.8857742999999999,within:als
label_noise,medium,dt,0.6811408,within:als
label_noise,medium,qda,0.8619981333333333,within:als
label_noise,medium,xgb,0.7897499666666667,within:als
label_noise,medium,lgbm,0.7229835,within:als
label_noise,heavy,rf,0.7435261000000001,within:als
label_noise,heavy,knn,0.7714158666666666,within:als
label_noise,heavy,svm,0.7857674,within:als
label_noise,heavy,dt,0.6337109666666667,within:als
label_noise,heavy,qda,0.7732139000000001,within:als
label_noise,heavy,xgb,0.7165750666666668,within:als
label_noise,heavy,lgbm,0.6677346666666667,within:als
