direction,classifier,feature,delta_j_norm
pd_to_hd,qda,left_swing_s,0.3529906146265829
pd_to_hd,qda,right_swing_s,0.2995746542179801
pd_to_hd,qda,left_swing_pct,0.11073989020775074
pd_to_hd,qda,right_swing_pct,0.2657043447701736
pd_to_hd,qda,left_stance_s,0.238631405338602
pd_to_hd,qda,right_stance_s,0.2099110441530063
pd_to_hd,qda,double_support_s,0.21357512668862771
pd_to_hd,qda,double_support_pct,0.1705433729009855
pd_to_hd,qda,asymmetry_index,0.5176065387369236
pd_to_hd,qda,cv_stride,0.18188491169099605
pd_to_hd,qda,cv_swing,0.06078830995920138
pd_to_hd,qda,dfa_alpha_stride,0.07132496184141751
pd_to_hd,rf,left_stride_s,0.20315651334268786
pd_to_hd,rf,right_stride_s,0.16314075412525977
pd_to_hd,rf,left_swing_s,0.21361660748544417
pd_to_hd,rf,right_swing_s,0.1341790445011533
pd_to_hd,rf,left_swing_pct,0.1385452094545124
pd_to_hd,rf,right_swing_pct,0.043125185449812115
pd_to_hd,rf,left_stance_s,0.09325437019339292
pd_to_hd,rf,right_stance_s,0.17789858694376745
pd_to_hd,rf,double_support_s,0.08164988263947004
pd_to_hd,rf,double_support_pct,0.38430711377565796
pd_to_hd,rf,asymmetry_index,0.8840050881085206
pd_to_hd,rf,cv_stride,0.023209322131269725
pd_to_hd,rf,cv_swing,0.0064900949917391275
pd_to_hd,rf,dfa_alpha_stride,0.07857670224444882
pd_to_hd,svm,left_stride_s,0.18188599277018308
pd_to_hd,svm,right_stride_s,0.1591079143273249
pd_to_hd,svm,left_swing_s,6.369489158106318
pd_to_hd,svm,right_swing_s,0.11283596397283754
pd_to_hd,svm,left_swing_pct,0.03258917268066067
pd_to_hd,svm,right_swing_pct,0.05066948011752527
pd_to_hd,svm,left_stance_s,0.2624180221182556
pd_to_hd,svm,right_stance_s,0.1947732341336631
pd_to_hd,svm,double_support_s,0.20791908260860287
pd_to_hd,svm,double_support_pct,0.1512841654087816
pd_to_hd,svm,asymmetry_index,0.43555460550886227
pd_to_hd,svm,cv_stride,0.08271934931157442
pd_to_hd,svm,cv_swing,0.0711041213627931
pd_to_hd,svm,dfa_alpha_stride,0.04869517118259839
pd_to_hd,xgb,left_stride_s,0.08292504487098436
pd_to_hd,xgb,right_stride_s,0.10905354862358983
pd_to_hd,xgb,left_swing_s,0.18600329562846224
pd_to_hd,xgb,right_swing_s,0.03639550390988618
pd_to_hd,xgb,left_swing_pct,0.1188608630471457
pd_to_hd,xgb,right_swing_pct,0.11950764589991443
pd_to_hd,xgb,left_stance_s,0.07435070391484247
pd_to_hd,xgb,right_stance_s,0.0776469553855667
pd_to_hd,xgb,double_support_s,0.035290336688793486
pd_to_hd,xgb,double_support_pct,0.17840034981065367
pd_to_hd,xgb,asymmetry_index,0.894428233370199
pd_to_hd,xgb,cv_stride,0.05181156156006539
pd_to_hd,xgb,cv_swing,0.09796099003715719
pd_to_hd,xgb,dfa_alpha_stride,0.03209945155209849
