scope,domain,corruption,variant,severity,classifier,mean_f1
cross,als_to_pd,gaussian_feature_space_jitter,pooled_relative,light,dt,0.8387967333333334
cross,als_to_pd,gaussian_feature_space_jitter,pooled_relative,light,knn,0.6848835333333334
cross,als_to_pd,gaussian_feature_space_jitter,pooled_relative,light,lgbm,0.7198625000000001
cross,als_to_pd,gaussian_feature_space_jitter,pooled_relative,light,qda,0.7996724666666667
cross,als_to_pd,gaussian_feature_space_jitter,pooled_relative,light,rf,0.7999190666666667
cross,als_to_pd,gaussian_feature_space_jitter,pooled_relative,light,svm,0.7720594333333335
cross,als_to_pd,gaussian_feature_space_jitter,pooled_relative,light,xgb,0.7158973999999999
cross,als_to_pd,gaussian_feature_space_jitter,pooled_relative,medium,dt,0.8159363000000001
cross,als_to_pd,gaussian_feature_space_jitter,pooled_relative,medium,knn,0.6821794666666666
cross,als_to_pd,gaussian_feature_space_jitter,pooled_relative,medium,lgbm,0.7032347333333335
cross,als_to_pd,gaussian_feature_space_jitter,pooled_relative,medium,qda,0.7424943333333334
cross,als_to_pd,gaussian_feature_space_jitter,pooled_relative,medium,rf,0.7927665666666667
cross,als_to_pd,gaussian_feature_space_jitter,pooled_relative,medium,svm,0.7615587333333333
cross,als_to_pd,gaussian_feature_space_jitter,pooled_relative,medium,xgb,0.7260298000000002
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,heavy,dt,0.7410232666666665
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,heavy,knn,0.6676204333333333
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,heavy,lgbm,0.6689830666666665
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,heavy,qda,0.5603369333333333
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,heavy,rf,0.7501866333333332
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,heavy,svm,0.7254127666666667
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,heavy,xgb,0.7121678
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,light,dt,0.8387155999999999
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,light,knn,0.6851099666666666
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,light,lgbm,0.7188106
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,light,qda,0.7992287
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,light,rf,0.8018645333333333
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,light,svm,0.7719337333333333
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,light,xgb,0.7158692333333332
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,medium,dt,0.8119025666666667
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,medium,knn,0.6809434000000001
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,medium,lgbm,0.6971410666666669
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,medium,qda,0.7295796666666666
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,medium,rf,0.7893143666666665
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,medium,svm,0.7603537
cross,als_to_pd,gaussian_feature_space_jitter,source_relative,medium,xgb,0.7261697
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,heavy,dt,0.7646593333333332
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,heavy,knn,0.6679416333333333
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,heavy,lgbm,0.6942036666666668
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,heavy,qda,0.6140083000000001
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,heavy,rf,0.7640513333333333
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,heavy,svm,0.7356723
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,heavy,xgb,0.7226305333333335
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,light,dt,0.8387242666666667
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,light,knn,0.6854057333333334
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,light,lgbm,0.7209401999999999
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,light,qda,0.7999442000000001
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,light,rf,0.8006866
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,light,svm,0.7723686999999999
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,light,xgb,0.7174727333333333
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,medium,dt,0.8226368333333336
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,medium,knn,0.6819053666666668
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,medium,lgbm,0.7138964666666666
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,medium,qda,0.7555509333333333
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,medium,rf,0.7957604666666669
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,medium,svm,0.7625362666666667
cross,als_to_pd,gaussian_feature_space_jitter,target_relative,medium,xgb,0.7279811333333335
cross,hd_to_als,benchmark_label_corruption,direct,heavy,dt,0.5646939333333333
cross,hd_to_als,benchmark_label_corruption,direct,heavy,knn,0.5613464666666667
cross,hd_to_als,benchmark_label_corruption,direct,heavy,lgbm,0.5657974333333333
cross,hd_to_als,benchmark_label_corruption,direct,heavy,qda,0.7272586
cross,hd_to_als,benchmark_label_corruption,direct,heavy,rf,0.5651082
cross,hd_to_als,benchmark_label_corruption,direct,heavy,svm,0.6282475333333333
cross,hd_to_als,benchmark_label_corruption,direct,heavy,xgb,0.5643325
cross,hd_to_als,benchmark_label_corruption,direct,light,dt,0.6003869666666667
cross,hd_to_als,benchmark_label_corruption,direct,light,knn,0.6239424333333332
cross,hd_to_als,benchmark_label_corruption,direct,light,lgbm,0.5997538333333333
cross,hd_to_als,benchmark_label_corruption,direct,light,qda,0.8473233333333335
cross,hd_to_als,benchmark_label_corruption,direct,light,rf,0.6006843
cross,hd_to_als,benchmark_label_corruption,direct,light,svm,0.7064663333333334
cross,hd_to_als,benchmark_label_corruption,direct,light,xgb,0.6004764666666667
cross,hd_to_als,benchmark_label_corruption,direct,medium,dt,0.5878028666666668
cross,hd_to_als,benchmark_label_corruption,direct,medium,knn,0.6032979333333334
cross,hd_to_als,benchmark_label_corruption,direct,medium,lgbm,0.5876453000000001
cross,hd_to_als,benchmark_label_corruption,direct,medium,qda,0.8078237333333331
cross,hd_to_als,benchmark_label_corruption,direct,medium,rf,0.5884863333333333
cross,hd_to_als,benchmark_label_corruption,direct,medium,svm,0.6797127333333332
cross,hd_to_als,benchmark_label_corruption,direct,medium,xgb,0.5887043
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,heavy,dt,0.6494049666666666
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,heavy,knn,0.6079450666666666
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,heavy,lgbm,0.6484083666666668
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,heavy,qda,0.3558079999999999
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,heavy,rf,0.6760004333333334
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,heavy,svm,0.637135
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,heavy,xgb,0.6881727333333333
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,light,dt,0.6586547333333334
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,light,knn,0.6442124333333333
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,light,lgbm,0.6631398333333334
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,light,qda,0.5073077666666667
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,light,rf,0.6396476999999999
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,light,svm,0.7198965333333334
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,light,xgb,0.6639600999999999
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,medium,dt,0.6666494333333333
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,medium,knn,0.6448756999999999
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,medium,lgbm,0.6762486999999999
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,medium,qda,0.36956009999999995
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,medium,rf,0.6671824333333334
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,medium,svm,0.7042823666666665
cross,hd_to_als,engineered_feature_gain_bias_drift,pooled_relative,medium,xgb,0.6680294
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,heavy,dt,0.6722445333333333
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,heavy,knn,0.6306271666666666
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,heavy,lgbm,0.6868278666666666
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,heavy,qda,0.3558079999999999
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,heavy,rf,0.6706829999999999
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,heavy,svm,0.6105611666666666
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,heavy,xgb,0.6612505666666667
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,light,dt,0.6595246666666665
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,light,knn,0.6536206
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,light,lgbm,0.6640709666666667
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,light,qda,0.4689652666666666
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,light,rf,0.6670275333333334
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,light,svm,0.7354599333333333
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,light,xgb,0.6617658999999999
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,medium,dt,0.6921500666666666
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,medium,knn,0.6551619333333333
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,medium,lgbm,0.6893281666666666
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,medium,qda,0.37336493333333326
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,medium,rf,0.671597
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,medium,svm,0.6915892666666666
cross,hd_to_als,engineered_feature_gain_bias_drift,source_relative,medium,xgb,0.6864078666666665
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,heavy,dt,0.6894800666666668
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,heavy,knn,0.6213929
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,heavy,lgbm,0.7058794666666668
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,heavy,qda,0.3558079999999999
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,heavy,rf,0.7061218666666668
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,heavy,svm,0.5929318000000001
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,heavy,xgb,0.7085995666666667
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,light,dt,0.6399356666666667
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,light,knn,0.6373305333333334
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,light,lgbm,0.6380347000000001
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,light,qda,0.5336448333333333
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,light,rf,0.6339006
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,light,svm,0.7263284666666667
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,light,xgb,0.6341266666666667
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,medium,dt,0.6409613666666666
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,medium,knn,0.6372018666666667
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,medium,lgbm,0.6800402
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,medium,qda,0.36696863333333324
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,medium,rf,0.6521256
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,medium,svm,0.7082687
cross,hd_to_als,engineered_feature_gain_bias_drift,target_relative,medium,xgb,0.6631224666666665
cross,hd_to_als,engineered_feature_masking,direct,heavy,dt,0.611777
cross,hd_to_als,engineered_feature_masking,direct,heavy,knn,0.5747640666666667
cross,hd_to_als,engineered_feature_masking,direct,heavy,lgbm,0.611777
cross,hd_to_als,engineered_feature_masking,direct,heavy,qda,0.7683969000000002
cross,hd_to_als,engineered_feature_masking,direct,heavy,rf,0.611777
cross,hd_to_als,engineered_feature_masking,direct,heavy,svm,0.6482378333333332
cross,hd_to_als,engineered_feature_masking,direct,heavy,xgb,0.611777
cross,hd_to_als,engineered_feature_masking,direct,light,dt,0.611777
cross,hd_to_als,engineered_feature_masking,direct,light,knn,0.6338618666666666
cross,hd_to_als,engineered_feature_masking,direct,light,lgbm,0.611777
cross,hd_to_als,engineered_feature_masking,direct,light,qda,0.8688390999999999
cross,hd_to_als,engineered_feature_masking,direct,light,rf,0.611777
cross,hd_to_als,engineered_feature_masking,direct,light,svm,0.7197009666666666
cross,hd_to_als,engineered_feature_masking,direct,light,xgb,0.611777
cross,hd_to_als,engineered_feature_masking,direct,medium,dt,0.611777
cross,hd_to_als,engineered_feature_masking,direct,medium,knn,0.6110725666666667
cross,hd_to_als,engineered_feature_masking,direct,medium,lgbm,0.611777
cross,hd_to_als,engineered_feature_masking,direct,medium,qda,0.8301792666666667
cross,hd_to_als,engineered_feature_masking,direct,medium,rf,0.611777
cross,hd_to_als,engineered_feature_masking,direct,medium,svm,0.6924219
cross,hd_to_als,engineered_feature_masking,direct,medium,xgb,0.611777
cross,hd_to_als,evaluation_row_dropout,direct,heavy,dt,0.6114365666666667
cross,hd_to_als,evaluation_row_dropout,direct,heavy,knn,0.6455774999999999
cross,hd_to_als,evaluation_row_dropout,direct,heavy,lgbm,0.6115020333333334
cross,hd_to_als,evaluation_row_dropout,direct,heavy,qda,0.8859786666666667
cross,hd_to_als,evaluation_row_dropout,direct,heavy,rf,0.612565
cross,hd_to_als,evaluation_row_dropout,direct,heavy,svm,0.7347805
cross,hd_to_als,evaluation_row_dropout,direct,heavy,xgb,0.6101114666666666
cross,hd_to_als,evaluation_row_dropout,direct,light,dt,0.6116693666666666
cross,hd_to_als,evaluation_row_dropout,direct,light,knn,0.6448683666666667
cross,hd_to_als,evaluation_row_dropout,direct,light,lgbm,0.6122399333333333
cross,hd_to_als,evaluation_row_dropout,direct,light,qda,0.8871139333333333
cross,hd_to_als,evaluation_row_dropout,direct,light,rf,0.6122935333333334
cross,hd_to_als,evaluation_row_dropout,direct,light,svm,0.7331302
cross,hd_to_als,evaluation_row_dropout,direct,light,xgb,0.6121254
cross,hd_to_als,evaluation_row_dropout,direct,medium,dt,0.6120790666666667
cross,hd_to_als,evaluation_row_dropout,direct,medium,knn,0.6446591
cross,hd_to_als,evaluation_row_dropout,direct,medium,lgbm,0.6115837333333333
cross,hd_to_als,evaluation_row_dropout,direct,medium,qda,0.8866937
cross,hd_to_als,evaluation_row_dropout,direct,medium,rf,0.6113685
cross,hd_to_als,evaluation_row_dropout,direct,medium,svm,0.7310953666666665
cross,hd_to_als,evaluation_row_dropout,direct,medium,xgb,0.6098888666666666
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,heavy,dt,0.6384507000000001
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,heavy,knn,0.6225625
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,heavy,lgbm,0.6387698999999999
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,heavy,qda,0.356165
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,heavy,rf,0.6597851333333333
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,heavy,svm,0.6318673666666668
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,heavy,xgb,0.6406302333333334
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,light,dt,0.6820710333333332
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,light,knn,0.6492577333333334
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,light,lgbm,0.6814362666666668
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,light,qda,0.5928717333333334
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,light,rf,0.6811587666666666
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,light,svm,0.7088000999999999
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,light,xgb,0.6814799
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,medium,dt,0.6761512
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,medium,knn,0.6474016999999999
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,medium,lgbm,0.6755806333333332
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,medium,qda,0.3691311333333333
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,medium,rf,0.684266533333333
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,medium,svm,0.6672965666666666
cross,hd_to_als,gaussian_feature_space_jitter,pooled_relative,medium,xgb,0.6749856666666667
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,heavy,dt,0.6312920666666666
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,heavy,knn,0.6251511
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,heavy,lgbm,0.6298548
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,heavy,qda,0.3560625
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,heavy,rf,0.6534123333333333
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,heavy,svm,0.6316665333333333
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,heavy,xgb,0.6324281333333333
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,light,dt,0.6859027999999999
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,light,knn,0.6510359666666666
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,light,lgbm,0.6853468666666666
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,light,qda,0.5730944999999998
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,light,rf,0.6860749333333335
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,light,svm,0.7038585
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,light,xgb,0.6839036000000002
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,medium,dt,0.6667974999999999
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,medium,knn,0.6506699333333332
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,medium,lgbm,0.6661361333333332
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,medium,qda,0.36677163333333335
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,medium,rf,0.6816578666666668
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,medium,svm,0.6595747000000001
cross,hd_to_als,gaussian_feature_space_jitter,source_relative,medium,xgb,0.6680698999999998
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,heavy,dt,0.6774903666666666
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,heavy,knn,0.6248649
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,heavy,lgbm,0.6760494333333333
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,heavy,qda,0.35807426666666675
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,heavy,rf,0.6828114333333334
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,heavy,svm,0.6426302333333335
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,heavy,xgb,0.6760245
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,light,dt,0.6479242666666668
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,light,knn,0.6461354
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,light,lgbm,0.6479496
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,light,qda,0.6710647666666667
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,light,rf,0.6483265666666667
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,light,svm,0.7261044666666667
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,light,xgb,0.6482071666666667
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,medium,dt,0.6849325999999999
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,medium,knn,0.6461114333333333
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,medium,lgbm,0.6849911999999999
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,medium,qda,0.3915347
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,medium,rf,0.6855868666666667
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,medium,svm,0.6904139
cross,hd_to_als,gaussian_feature_space_jitter,target_relative,medium,xgb,0.6861752
cross,hd_to_pd,benchmark_label_corruption,direct,heavy,dt,0.6262205333333334
cross,hd_to_pd,benchmark_label_corruption,direct,heavy,knn,0.5418310333333333
cross,hd_to_pd,benchmark_label_corruption,direct,heavy,lgbm,0.6259392333333335
cross,hd_to_pd,benchmark_label_corruption,direct,heavy,qda,0.6914417666666669
cross,hd_to_pd,benchmark_label_corruption,direct,heavy,rf,0.6246914666666666
cross,hd_to_pd,benchmark_label_corruption,direct,heavy,svm,0.5724559333333333
cross,hd_to_pd,benchmark_label_corruption,direct,heavy,xgb,0.6262502333333334
cross,hd_to_pd,benchmark_label_corruption,direct,light,dt,0.7161273666666668
cross,hd_to_pd,benchmark_label_corruption,direct,light,knn,0.5886565000000001
cross,hd_to_pd,benchmark_label_corruption,direct,light,lgbm,0.7165335
cross,hd_to_pd,benchmark_label_corruption,direct,light,qda,0.7945635000000001
cross,hd_to_pd,benchmark_label_corruption,direct,light,rf,0.7160352
cross,hd_to_pd,benchmark_label_corruption,direct,light,svm,0.6112730666666667
cross,hd_to_pd,benchmark_label_corruption,direct,light,xgb,0.7167317333333333
cross,hd_to_pd,benchmark_label_corruption,direct,medium,dt,0.6843348333333332
cross,hd_to_pd,benchmark_label_corruption,direct,medium,knn,0.5733948333333333
cross,hd_to_pd,benchmark_label_corruption,direct,medium,lgbm,0.6853861666666664
cross,hd_to_pd,benchmark_label_corruption,direct,medium,qda,0.7581724333333334
cross,hd_to_pd,benchmark_label_corruption,direct,medium,rf,0.6849104999999999
cross,hd_to_pd,benchmark_label_corruption,direct,medium,svm,0.5989455666666667
cross,hd_to_pd,benchmark_label_corruption,direct,medium,xgb,0.6848626
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,heavy,dt,0.6937371999999998
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,heavy,knn,0.6002673000000001
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,heavy,lgbm,0.6936138666666666
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,heavy,qda,0.3929358000000001
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,heavy,rf,0.7228143000000001
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,heavy,svm,0.5701297666666666
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,heavy,xgb,0.6593772
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,light,dt,0.7793658666666669
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,light,knn,0.5994254333333333
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,light,lgbm,0.7786520666666666
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,light,qda,0.5342166333333332
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,light,rf,0.7923603
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,light,svm,0.6333821333333332
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,light,xgb,0.7789940999999999
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,medium,dt,0.771966
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,medium,knn,0.6058644
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,medium,lgbm,0.7517385333333333
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,medium,qda,0.4054716666666668
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,medium,rf,0.7877730666666667
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,medium,svm,0.6230885333333335
cross,hd_to_pd,engineered_feature_gain_bias_drift,pooled_relative,medium,xgb,0.7744101000000001
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,heavy,dt,0.6752654333333333
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,heavy,knn,0.5971763
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,heavy,lgbm,0.6959664999999998
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,heavy,qda,0.3933180000000001
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,heavy,rf,0.7309731999999999
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,heavy,svm,0.5619685000000001
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,heavy,xgb,0.7094992999999999
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,light,dt,0.7742462666666666
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,light,knn,0.6102496666666667
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,light,lgbm,0.7823442333333334
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,light,qda,0.5264579333333333
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,light,rf,0.7904414333333334
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,light,svm,0.6138697333333333
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,light,xgb,0.7517925666666668
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,medium,dt,0.7754653333333332
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,medium,knn,0.6032447666666667
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,medium,lgbm,0.7284711666666666
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,medium,qda,0.39690656666666685
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,medium,rf,0.7671592333333334
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,medium,svm,0.6015307333333334
cross,hd_to_pd,engineered_feature_gain_bias_drift,source_relative,medium,xgb,0.7404756666666665
cross,hd_to_pd,engineered_feature_gain_bias_drift,target_relative,heavy,dt,0.7564441666666668
cross,hd_to_pd,engineered_feature_gain_bias_drift,target_relative,heavy,knn,0.5949183
cross,hd_to_pd,engineered_feature_gain_bias_drift,target_relative,heavy,lgbm,0.7635771999999998
cross,hd_to_pd,engineered_feature_gain_bias_drift,target_relative,heavy,qda,0.39366893333333347
cross,hd_to_pd,engineered_feature_gain_bias_drift,target_relative,heavy,rf,0.7756696000000001
cross,hd_to_pd,engineered_feature_gain_bias_drift,target_relative,heavy,svm,0.5532523333333333
cross,hd_to_pd,engineered_feature_gain_bias_drift,target_relative,heavy,xgb,0.7797955666666669
cross,hd_to_pd,engineered_feature_gain_bias_drift,target_relative,light,dt,0.7820203333333334
cross,hd_to_pd,engineered_feature_gain_bias_drift,target_relative,light,knn,0.6001489666666667
cross,hd_to_pd,engineered_feature_gain_bias_drift,target_relative,light,lgbm,0.7643073
cross,hd_to_pd,engineered_feature_gain_bias_drift,target_relative,light,qda,0.5775832666666667
