scope,domain,classifier,method,alpha,coverage_subject_level,coverage_subject_min,coverage_subject_max,coverage_subject_n,coverage_marginal,raw_mean_set_size,post_mean_set_size,raw_empty_rate,post_empty_rate
cross,als_to_hd,dt,aps,0.05,1.0,1.0,1.0,27.0,1.0,2.0,2.0,0.0,0.0
cross,als_to_hd,dt,aps,0.1,1.0,1.0,1.0,27.0,1.0,2.0,2.0,0.0,0.0
cross,als_to_hd,dt,aps,0.2,1.0,1.0,1.0,27.0,1.0,2.0,2.0,0.0,0.0
cross,als_to_hd,dt,lac,0.05,0.775484,0.0,1.0,27.0,0.768265,0.982387,1.0,0.017613,0.0
cross,als_to_hd,dt,lac,0.1,0.775484,0.0,1.0,27.0,0.768265,0.982387,1.0,0.017613,0.0
cross,als_to_hd,dt,lac,0.2,0.775484,0.0,1.0,27.0,0.768265,0.982387,1.0,0.017613,0.0
cross,als_to_hd,dt,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,als_to_hd,dt,hard_label_consensus_curve,10.0,0.849444,,,,,,,,
cross,als_to_hd,dt,hard_label_consensus_curve,25.0,0.754444,,,,,,,,
cross,als_to_hd,dt,hard_label_consensus_curve,3.0,0.934815,,,,,,,,
cross,als_to_hd,dt,hard_label_consensus_curve,5.0,0.897222,,,,,,,,
cross,als_to_hd,dt,hard_label_consensus_curve,50.0,0.696111,,,,,,,,
cross,als_to_hd,knn,aps,0.05,0.999718,0.995851,1.0,27.0,0.999674,1.999511,1.999511,0.0,0.0
cross,als_to_hd,knn,aps,0.1,0.999718,0.995851,1.0,27.0,0.999674,1.999511,1.999511,0.0,0.0
cross,als_to_hd,knn,aps,0.2,0.999718,0.995851,1.0,27.0,0.999674,1.999511,1.999511,0.0,0.0
cross,als_to_hd,knn,lac,0.05,0.713502,0.0,1.0,27.0,0.698956,0.947326,1.0,0.052674,0.0
cross,als_to_hd,knn,lac,0.1,0.713502,0.0,1.0,27.0,0.698956,0.947326,1.0,0.052674,0.0
cross,als_to_hd,knn,lac,0.2,0.713502,0.0,1.0,27.0,0.698956,0.947326,1.0,0.052674,0.0
cross,als_to_hd,knn,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,als_to_hd,knn,hard_label_consensus_curve,10.0,0.787037,,,,,,,,
cross,als_to_hd,knn,hard_label_consensus_curve,25.0,0.699074,,,,,,,,
cross,als_to_hd,knn,hard_label_consensus_curve,3.0,0.893704,,,,,,,,
cross,als_to_hd,knn,hard_label_consensus_curve,5.0,0.85463,,,,,,,,
cross,als_to_hd,knn,hard_label_consensus_curve,50.0,0.628704,,,,,,,,
cross,als_to_hd,lgbm,aps,0.05,0.799746,0.0,1.0,27.0,0.788324,0.983203,1.0,0.016797,0.0
cross,als_to_hd,lgbm,aps,0.1,0.799746,0.0,1.0,27.0,0.788324,0.977332,1.0,0.022668,0.0
cross,als_to_hd,lgbm,aps,0.2,0.799746,0.0,1.0,27.0,0.788324,0.946021,1.0,0.053979,0.0
cross,als_to_hd,lgbm,lac,0.05,0.799746,0.0,1.0,27.0,0.788324,0.655903,1.0,0.344097,0.0
cross,als_to_hd,lgbm,lac,0.1,0.799746,0.0,1.0,27.0,0.788324,0.567678,1.0,0.432322,0.0
cross,als_to_hd,lgbm,lac,0.2,0.799746,0.0,1.0,27.0,0.788324,0.34165,1.0,0.65835,0.0
cross,als_to_hd,lgbm,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,als_to_hd,lgbm,hard_label_consensus_curve,10.0,0.883889,,,,,,,,
cross,als_to_hd,lgbm,hard_label_consensus_curve,25.0,0.807222,,,,,,,,
cross,als_to_hd,lgbm,hard_label_consensus_curve,3.0,0.95463,,,,,,,,
cross,als_to_hd,lgbm,hard_label_consensus_curve,5.0,0.927593,,,,,,,,
cross,als_to_hd,lgbm,hard_label_consensus_curve,50.0,0.76537,,,,,,,,
cross,als_to_hd,qda,aps,0.05,0.99251,0.937759,1.0,27.0,0.992172,1.978311,1.978311,0.0,0.0
cross,als_to_hd,qda,aps,0.1,0.99251,0.937759,1.0,27.0,0.992172,1.978311,1.978311,0.0,0.0
cross,als_to_hd,qda,aps,0.2,0.99251,0.937759,1.0,27.0,0.992172,1.978311,1.978311,0.0,0.0
cross,als_to_hd,qda,lac,0.05,0.809027,0.0,1.0,27.0,0.809198,0.80985,1.0,0.19015,0.0
cross,als_to_hd,qda,lac,0.1,0.809027,0.0,1.0,27.0,0.809198,0.760111,1.0,0.239889,0.0
cross,als_to_hd,qda,lac,0.2,0.809027,0.0,1.0,27.0,0.809198,0.690802,1.0,0.309198,0.0
cross,als_to_hd,qda,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,als_to_hd,qda,hard_label_consensus_curve,10.0,0.80463,,,,,,,,
cross,als_to_hd,qda,hard_label_consensus_curve,25.0,0.757778,,,,,,,,
cross,als_to_hd,qda,hard_label_consensus_curve,3.0,0.886481,,,,,,,,
cross,als_to_hd,qda,hard_label_consensus_curve,5.0,0.850185,,,,,,,,
cross,als_to_hd,qda,hard_label_consensus_curve,50.0,0.730741,,,,,,,,
cross,als_to_hd,rf,aps,0.05,0.998918,0.979253,1.0,27.0,0.998858,1.973255,1.973255,0.0,0.0
cross,als_to_hd,rf,aps,0.1,0.998918,0.979253,1.0,27.0,0.998858,1.973255,1.973255,0.0,0.0
cross,als_to_hd,rf,aps,0.2,0.998918,0.979253,1.0,27.0,0.998858,1.973255,1.973255,0.0,0.0
cross,als_to_hd,rf,lac,0.05,0.786443,0.0,1.0,27.0,0.783268,0.402642,1.0,0.597358,0.0
cross,als_to_hd,rf,lac,0.1,0.786443,0.0,1.0,27.0,0.783268,0.341813,1.0,0.658187,0.0
cross,als_to_hd,rf,lac,0.2,0.786443,0.0,1.0,27.0,0.783268,0.285225,1.0,0.714775,0.0
cross,als_to_hd,rf,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,als_to_hd,rf,hard_label_consensus_curve,10.0,0.875926,,,,,,,,
cross,als_to_hd,rf,hard_label_consensus_curve,25.0,0.814074,,,,,,,,
cross,als_to_hd,rf,hard_label_consensus_curve,3.0,0.937407,,,,,,,,
cross,als_to_hd,rf,hard_label_consensus_curve,5.0,0.914259,,,,,,,,
cross,als_to_hd,rf,hard_label_consensus_curve,50.0,0.776296,,,,,,,,
cross,als_to_hd,svm,aps,0.05,0.729186,0.0,1.0,27.0,0.717873,1.0,1.0,0.0,0.0
cross,als_to_hd,svm,aps,0.1,0.729186,0.0,1.0,27.0,0.717873,1.0,1.0,0.0,0.0
cross,als_to_hd,svm,aps,0.2,0.729186,0.0,1.0,27.0,0.717873,1.0,1.0,0.0,0.0
cross,als_to_hd,svm,lac,0.05,0.729186,0.0,1.0,27.0,0.717873,0.844097,1.0,0.155903,0.0
cross,als_to_hd,svm,lac,0.1,0.729186,0.0,1.0,27.0,0.717873,0.804631,1.0,0.195369,0.0
cross,als_to_hd,svm,lac,0.2,0.729186,0.0,1.0,27.0,0.717873,0.752772,1.0,0.247228,0.0
cross,als_to_hd,svm,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,als_to_hd,svm,hard_label_consensus_curve,10.0,0.837963,,,,,,,,
cross,als_to_hd,svm,hard_label_consensus_curve,25.0,0.778148,,,,,,,,
cross,als_to_hd,svm,hard_label_consensus_curve,3.0,0.920926,,,,,,,,
cross,als_to_hd,svm,hard_label_consensus_curve,5.0,0.890741,,,,,,,,
cross,als_to_hd,svm,hard_label_consensus_curve,50.0,0.755,,,,,,,,
cross,als_to_hd,xgb,aps,0.05,0.753611,0.0,1.0,27.0,0.749022,1.0,1.0,0.0,0.0
cross,als_to_hd,xgb,aps,0.1,0.753611,0.0,1.0,27.0,0.749022,0.927593,1.0,0.072407,0.0
cross,als_to_hd,xgb,aps,0.2,0.753611,0.0,1.0,27.0,0.749022,0.84214,1.0,0.15786,0.0
cross,als_to_hd,xgb,lac,0.05,0.753611,0.0,1.0,27.0,0.749022,0.53441,1.0,0.46559,0.0
cross,als_to_hd,xgb,lac,0.1,0.753611,0.0,1.0,27.0,0.749022,0.505871,1.0,0.494129,0.0
cross,als_to_hd,xgb,lac,0.2,0.753611,0.0,1.0,27.0,0.749022,0.480104,1.0,0.519896,0.0
cross,als_to_hd,xgb,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,als_to_hd,xgb,hard_label_consensus_curve,10.0,0.82463,,,,,,,,
cross,als_to_hd,xgb,hard_label_consensus_curve,25.0,0.767037,,,,,,,,
cross,als_to_hd,xgb,hard_label_consensus_curve,3.0,0.90537,,,,,,,,
cross,als_to_hd,xgb,hard_label_consensus_curve,5.0,0.868148,,,,,,,,
cross,als_to_hd,xgb,hard_label_consensus_curve,50.0,0.735,,,,,,,,
cross,als_to_pd,dt,aps,0.05,1.0,1.0,1.0,23.0,1.0,2.0,2.0,0.0,0.0
cross,als_to_pd,dt,aps,0.1,1.0,1.0,1.0,23.0,1.0,2.0,2.0,0.0,0.0
cross,als_to_pd,dt,aps,0.2,1.0,1.0,1.0,23.0,1.0,2.0,2.0,0.0,0.0
cross,als_to_pd,dt,lac,0.05,0.866013,0.0,1.0,23.0,0.864793,0.98101,1.0,0.01899,0.0
cross,als_to_pd,dt,lac,0.1,0.866013,0.0,1.0,23.0,0.864793,0.98101,1.0,0.01899,0.0
cross,als_to_pd,dt,lac,0.2,0.866013,0.0,1.0,23.0,0.864793,0.98101,1.0,0.01899,0.0
cross,als_to_pd,dt,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,als_to_pd,dt,hard_label_consensus_curve,10.0,0.816522,,,,,,,,
cross,als_to_pd,dt,hard_label_consensus_curve,25.0,0.718913,,,,,,,,
cross,als_to_pd,dt,hard_label_consensus_curve,3.0,0.911739,,,,,,,,
cross,als_to_pd,dt,hard_label_consensus_curve,5.0,0.86587,,,,,,,,
cross,als_to_pd,dt,hard_label_consensus_curve,50.0,0.643913,,,,,,,,
cross,als_to_pd,knn,aps,0.05,1.0,1.0,1.0,23.0,1.0,1.99962,1.99962,0.0,0.0
cross,als_to_pd,knn,aps,0.1,1.0,1.0,1.0,23.0,1.0,1.99962,1.99962,0.0,0.0
cross,als_to_pd,knn,aps,0.2,1.0,1.0,1.0,23.0,1.0,1.99962,1.99962,0.0,0.0
cross,als_to_pd,knn,lac,0.05,0.696343,0.0,1.0,23.0,0.68591,0.909419,1.0,0.090581,0.0
cross,als_to_pd,knn,lac,0.1,0.696343,0.0,1.0,23.0,0.68591,0.909419,1.0,0.090581,0.0
cross,als_to_pd,knn,lac,0.2,0.696343,0.0,1.0,23.0,0.68591,0.909419,1.0,0.090581,0.0
cross,als_to_pd,knn,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,als_to_pd,knn,hard_label_consensus_curve,10.0,0.637174,,,,,,,,
cross,als_to_pd,knn,hard_label_consensus_curve,25.0,0.547391,,,,,,,,
cross,als_to_pd,knn,hard_label_consensus_curve,3.0,0.798478,,,,,,,,
cross,als_to_pd,knn,hard_label_consensus_curve,5.0,0.723913,,,,,,,,
cross,als_to_pd,knn,hard_label_consensus_curve,50.0,0.480217,,,,,,,,
cross,als_to_pd,lgbm,aps,0.05,0.746779,0.0,1.0,23.0,0.726358,0.992974,1.0,0.007026,0.0
cross,als_to_pd,lgbm,aps,0.1,0.746779,0.0,1.0,23.0,0.726358,0.98063,1.0,0.01937,0.0
cross,als_to_pd,lgbm,aps,0.2,0.746779,0.0,1.0,23.0,0.726358,0.951006,1.0,0.048994,0.0
cross,als_to_pd,lgbm,lac,0.05,0.746779,0.0,1.0,23.0,0.726358,0.492024,1.0,0.507976,0.0
cross,als_to_pd,lgbm,lac,0.1,0.746779,0.0,1.0,23.0,0.726358,0.433156,1.0,0.566844,0.0
cross,als_to_pd,lgbm,lac,0.2,0.746779,0.0,1.0,23.0,0.726358,0.310292,1.0,0.689708,0.0
cross,als_to_pd,lgbm,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,als_to_pd,lgbm,hard_label_consensus_curve,10.0,0.658913,,,,,,,,
cross,als_to_pd,lgbm,hard_label_consensus_curve,25.0,0.544783,,,,,,,,
cross,als_to_pd,lgbm,hard_label_consensus_curve,3.0,0.817826,,,,,,,,
cross,als_to_pd,lgbm,hard_label_consensus_curve,5.0,0.736304,,,,,,,,
cross,als_to_pd,lgbm,hard_label_consensus_curve,50.0,0.464348,,,,,,,,
cross,als_to_pd,qda,aps,0.05,0.993996,0.957944,1.0,23.0,0.993923,1.973604,1.973604,0.0,0.0
cross,als_to_pd,qda,aps,0.1,0.993996,0.957944,1.0,23.0,0.993923,1.973604,1.973604,0.0,0.0
cross,als_to_pd,qda,aps,0.2,0.993996,0.957944,1.0,23.0,0.993923,1.973604,1.973604,0.0,0.0
cross,als_to_pd,qda,lac,0.05,0.809113,0.0,1.0,23.0,0.81409,0.792822,1.0,0.207178,0.0
cross,als_to_pd,qda,lac,0.1,0.809113,0.0,1.0,23.0,0.81409,0.729396,1.0,0.270604,0.0
cross,als_to_pd,qda,lac,0.2,0.809113,0.0,1.0,23.0,0.81409,0.654197,1.0,0.345803,0.0
cross,als_to_pd,qda,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,als_to_pd,qda,hard_label_consensus_curve,10.0,0.74913,,,,,,,,
cross,als_to_pd,qda,hard_label_consensus_curve,25.0,0.681957,,,,,,,,
cross,als_to_pd,qda,hard_label_consensus_curve,3.0,0.877174,,,,,,,,
cross,als_to_pd,qda,hard_label_consensus_curve,5.0,0.825,,,,,,,,
cross,als_to_pd,qda,hard_label_consensus_curve,50.0,0.663478,,,,,,,,
cross,als_to_pd,rf,aps,0.05,0.999103,0.987234,1.0,23.0,0.999051,1.974744,1.974744,0.0,0.0
cross,als_to_pd,rf,aps,0.1,0.999103,0.987234,1.0,23.0,0.999051,1.974744,1.974744,0.0,0.0
cross,als_to_pd,rf,aps,0.2,0.999103,0.987234,1.0,23.0,0.999051,1.974744,1.974744,0.0,0.0
cross,als_to_pd,rf,lac,0.05,0.827154,0.0,1.0,23.0,0.823965,0.302886,1.0,0.697114,0.0
cross,als_to_pd,rf,lac,0.1,0.827154,0.0,1.0,23.0,0.823965,0.255032,1.0,0.744968,0.0
cross,als_to_pd,rf,lac,0.2,0.827154,0.0,1.0,23.0,0.823965,0.202621,1.0,0.797379,0.0
cross,als_to_pd,rf,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,als_to_pd,rf,hard_label_consensus_curve,10.0,0.709783,,,,,,,,
cross,als_to_pd,rf,hard_label_consensus_curve,25.0,0.561304,,,,,,,,
cross,als_to_pd,rf,hard_label_consensus_curve,3.0,0.877391,,,,,,,,
cross,als_to_pd,rf,hard_label_consensus_curve,5.0,0.810652,,,,,,,,
cross,als_to_pd,rf,hard_label_consensus_curve,50.0,0.463043,,,,,,,,
cross,als_to_pd,svm,aps,0.05,0.787517,0.0,1.0,23.0,0.788834,1.0,1.0,0.0,0.0
cross,als_to_pd,svm,aps,0.1,0.787517,0.0,1.0,23.0,0.788834,1.0,1.0,0.0,0.0
cross,als_to_pd,svm,aps,0.2,0.787517,0.0,1.0,23.0,0.788834,1.0,1.0,0.0,0.0
cross,als_to_pd,svm,lac,0.05,0.787517,0.0,1.0,23.0,0.788834,0.762248,1.0,0.237752,0.0
cross,als_to_pd,svm,lac,0.1,0.787517,0.0,1.0,23.0,0.788834,0.699392,1.0,0.300608,0.0
cross,als_to_pd,svm,lac,0.2,0.787517,0.0,1.0,23.0,0.788834,0.662172,1.0,0.337828,0.0
cross,als_to_pd,svm,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,als_to_pd,svm,hard_label_consensus_curve,10.0,0.745435,,,,,,,,
cross,als_to_pd,svm,hard_label_consensus_curve,25.0,0.657391,,,,,,,,
cross,als_to_pd,svm,hard_label_consensus_curve,3.0,0.878043,,,,,,,,
cross,als_to_pd,svm,hard_label_consensus_curve,5.0,0.824565,,,,,,,,
cross,als_to_pd,svm,hard_label_consensus_curve,50.0,0.637609,,,,,,,,
cross,als_to_pd,xgb,aps,0.05,0.731298,0.0,1.0,23.0,0.72142,1.0,1.0,0.0,0.0
cross,als_to_pd,xgb,aps,0.1,0.731298,0.0,1.0,23.0,0.72142,0.99981,1.0,0.00019,0.0
cross,als_to_pd,xgb,aps,0.2,0.731298,0.0,1.0,23.0,0.72142,0.879225,1.0,0.120775,0.0
cross,als_to_pd,xgb,lac,0.05,0.731298,0.0,1.0,23.0,0.72142,0.513863,1.0,0.486137,0.0
cross,als_to_pd,xgb,lac,0.1,0.731298,0.0,1.0,23.0,0.72142,0.461831,1.0,0.538169,0.0
cross,als_to_pd,xgb,lac,0.2,0.731298,0.0,1.0,23.0,0.72142,0.430308,1.0,0.569692,0.0
cross,als_to_pd,xgb,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,als_to_pd,xgb,hard_label_consensus_curve,10.0,0.653696,,,,,,,,
cross,als_to_pd,xgb,hard_label_consensus_curve,25.0,0.541957,,,,,,,,
cross,als_to_pd,xgb,hard_label_consensus_curve,3.0,0.814565,,,,,,,,
cross,als_to_pd,xgb,hard_label_consensus_curve,5.0,0.74,,,,,,,,
cross,als_to_pd,xgb,hard_label_consensus_curve,50.0,0.47413,,,,,,,,
cross,hd_to_als,dt,aps,0.05,1.0,1.0,1.0,21.0,1.0,2.0,2.0,0.0,0.0
cross,hd_to_als,dt,aps,0.1,1.0,1.0,1.0,21.0,1.0,2.0,2.0,0.0,0.0
cross,hd_to_als,dt,aps,0.2,1.0,1.0,1.0,21.0,1.0,2.0,2.0,0.0,0.0
cross,hd_to_als,dt,lac,0.05,0.666667,0.0,1.0,21.0,0.620981,1.0,1.0,0.0,0.0
cross,hd_to_als,dt,lac,0.1,0.666667,0.0,1.0,21.0,0.620981,1.0,1.0,0.0,0.0
cross,hd_to_als,dt,lac,0.2,0.666667,0.0,1.0,21.0,0.620981,1.0,1.0,0.0,0.0
cross,hd_to_als,dt,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,hd_to_als,dt,hard_label_consensus_curve,10.0,1.0,,,,,,,,
cross,hd_to_als,dt,hard_label_consensus_curve,25.0,1.0,,,,,,,,
cross,hd_to_als,dt,hard_label_consensus_curve,3.0,1.0,,,,,,,,
cross,hd_to_als,dt,hard_label_consensus_curve,5.0,1.0,,,,,,,,
cross,hd_to_als,dt,hard_label_consensus_curve,50.0,1.0,,,,,,,,
cross,hd_to_als,knn,aps,0.05,1.0,1.0,1.0,21.0,1.0,2.0,2.0,0.0,0.0
cross,hd_to_als,knn,aps,0.1,1.0,1.0,1.0,21.0,1.0,2.0,2.0,0.0,0.0
cross,hd_to_als,knn,aps,0.2,1.0,1.0,1.0,21.0,1.0,2.0,2.0,0.0,0.0
cross,hd_to_als,knn,lac,0.05,0.736457,0.0,1.0,21.0,0.697607,1.0,1.0,0.0,0.0
cross,hd_to_als,knn,lac,0.1,0.736457,0.0,1.0,21.0,0.697607,0.848199,1.0,0.151801,0.0
cross,hd_to_als,knn,lac,0.2,0.736457,0.0,1.0,21.0,0.697607,0.848199,1.0,0.151801,0.0
cross,hd_to_als,knn,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,hd_to_als,knn,hard_label_consensus_curve,10.0,0.685476,,,,,,,,
cross,hd_to_als,knn,hard_label_consensus_curve,25.0,0.618095,,,,,,,,
cross,hd_to_als,knn,hard_label_consensus_curve,3.0,0.815238,,,,,,,,
cross,hd_to_als,knn,hard_label_consensus_curve,5.0,0.762381,,,,,,,,
cross,hd_to_als,knn,hard_label_consensus_curve,50.0,0.586667,,,,,,,,
cross,hd_to_als,lgbm,aps,0.05,0.666667,0.0,1.0,21.0,0.620981,1.0,1.0,0.0,0.0
cross,hd_to_als,lgbm,aps,0.1,0.666667,0.0,1.0,21.0,0.620981,1.0,1.0,0.0,0.0
cross,hd_to_als,lgbm,aps,0.2,0.666667,0.0,1.0,21.0,0.620981,1.0,1.0,0.0,0.0
cross,hd_to_als,lgbm,lac,0.05,0.666667,0.0,1.0,21.0,0.620981,1.0,1.0,0.0,0.0
cross,hd_to_als,lgbm,lac,0.1,0.666667,0.0,1.0,21.0,0.620981,1.0,1.0,0.0,0.0
cross,hd_to_als,lgbm,lac,0.2,0.666667,0.0,1.0,21.0,0.620981,1.0,1.0,0.0,0.0
cross,hd_to_als,lgbm,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,hd_to_als,lgbm,hard_label_consensus_curve,10.0,1.0,,,,,,,,
cross,hd_to_als,lgbm,hard_label_consensus_curve,25.0,1.0,,,,,,,,
cross,hd_to_als,lgbm,hard_label_consensus_curve,3.0,1.0,,,,,,,,
cross,hd_to_als,lgbm,hard_label_consensus_curve,5.0,1.0,,,,,,,,
cross,hd_to_als,lgbm,hard_label_consensus_curve,50.0,1.0,,,,,,,,
cross,hd_to_als,qda,aps,0.05,0.996955,0.96729,1.0,21.0,0.996616,1.97752,1.97752,0.0,0.0
cross,hd_to_als,qda,aps,0.1,0.996955,0.96729,1.0,21.0,0.996616,1.97752,1.97752,0.0,0.0
cross,hd_to_als,qda,aps,0.2,0.996955,0.96729,1.0,21.0,0.996616,1.97752,1.97752,0.0,0.0
cross,hd_to_als,qda,lac,0.05,0.924331,0.0,1.0,21.0,0.922649,1.075417,1.075417,0.0,0.0
cross,hd_to_als,qda,lac,0.1,0.89589,0.0,1.0,21.0,0.8905,0.862944,1.0,0.137056,0.0
cross,hd_to_als,qda,lac,0.2,0.89589,0.0,1.0,21.0,0.8905,0.597534,1.0,0.402466,0.0
cross,hd_to_als,qda,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,hd_to_als,qda,hard_label_consensus_curve,10.0,0.789286,,,,,,,,
cross,hd_to_als,qda,hard_label_consensus_curve,25.0,0.735238,,,,,,,,
cross,hd_to_als,qda,hard_label_consensus_curve,3.0,0.889048,,,,,,,,
cross,hd_to_als,qda,hard_label_consensus_curve,5.0,0.84,,,,,,,,
cross,hd_to_als,qda,hard_label_consensus_curve,50.0,0.710714,,,,,,,,
cross,hd_to_als,rf,aps,0.05,0.94617,0.568376,1.0,21.0,0.93957,1.893643,1.893643,0.0,0.0
cross,hd_to_als,rf,aps,0.1,0.94617,0.568376,1.0,21.0,0.93957,1.893643,1.893643,0.0,0.0
cross,hd_to_als,rf,aps,0.2,0.94617,0.568376,1.0,21.0,0.93957,1.893643,1.893643,0.0,0.0
cross,hd_to_als,rf,lac,0.05,0.666667,0.0,1.0,21.0,0.620981,0.290065,1.0,0.709935,0.0
cross,hd_to_als,rf,lac,0.1,0.666667,0.0,1.0,21.0,0.620981,0.208122,1.0,0.791878,0.0
cross,hd_to_als,rf,lac,0.2,0.666667,0.0,1.0,21.0,0.620981,0.079043,1.0,0.920957,0.0
cross,hd_to_als,rf,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,hd_to_als,rf,hard_label_consensus_curve,10.0,1.0,,,,,,,,
cross,hd_to_als,rf,hard_label_consensus_curve,25.0,1.0,,,,,,,,
cross,hd_to_als,rf,hard_label_consensus_curve,3.0,1.0,,,,,,,,
cross,hd_to_als,rf,hard_label_consensus_curve,5.0,1.0,,,,,,,,
cross,hd_to_als,rf,hard_label_consensus_curve,50.0,1.0,,,,,,,,
cross,hd_to_als,svm,aps,0.05,0.787475,0.0,1.0,21.0,0.753928,1.0,1.0,0.0,0.0
cross,hd_to_als,svm,aps,0.1,0.787475,0.0,1.0,21.0,0.753928,1.0,1.0,0.0,0.0
cross,hd_to_als,svm,aps,0.2,0.787475,0.0,1.0,21.0,0.753928,1.0,1.0,0.0,0.0
cross,hd_to_als,svm,lac,0.05,0.787475,0.0,1.0,21.0,0.753928,0.638385,1.0,0.361615,0.0
cross,hd_to_als,svm,lac,0.1,0.787475,0.0,1.0,21.0,0.753928,0.536137,1.0,0.463863,0.0
cross,hd_to_als,svm,lac,0.2,0.787475,0.0,1.0,21.0,0.753928,0.478849,1.0,0.521151,0.0
cross,hd_to_als,svm,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,hd_to_als,svm,hard_label_consensus_curve,10.0,0.874048,,,,,,,,
cross,hd_to_als,svm,hard_label_consensus_curve,25.0,0.82881,,,,,,,,
cross,hd_to_als,svm,hard_label_consensus_curve,3.0,0.933571,,,,,,,,
cross,hd_to_als,svm,hard_label_consensus_curve,5.0,0.900238,,,,,,,,
cross,hd_to_als,svm,hard_label_consensus_curve,50.0,0.795,,,,,,,,
cross,hd_to_als,xgb,aps,0.05,0.666667,0.0,1.0,21.0,0.620981,1.0,1.0,0.0,0.0
cross,hd_to_als,xgb,aps,0.1,0.666667,0.0,1.0,21.0,0.620981,1.0,1.0,0.0,0.0
cross,hd_to_als,xgb,aps,0.2,0.666667,0.0,1.0,21.0,0.620981,1.0,1.0,0.0,0.0
cross,hd_to_als,xgb,lac,0.05,0.666667,0.0,1.0,21.0,0.620981,1.0,1.0,0.0,0.0
cross,hd_to_als,xgb,lac,0.1,0.666667,0.0,1.0,21.0,0.620981,1.0,1.0,0.0,0.0
cross,hd_to_als,xgb,lac,0.2,0.666667,0.0,1.0,21.0,0.620981,1.0,1.0,0.0,0.0
cross,hd_to_als,xgb,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,hd_to_als,xgb,hard_label_consensus_curve,10.0,1.0,,,,,,,,
cross,hd_to_als,xgb,hard_label_consensus_curve,25.0,1.0,,,,,,,,
cross,hd_to_als,xgb,hard_label_consensus_curve,3.0,1.0,,,,,,,,
cross,hd_to_als,xgb,hard_label_consensus_curve,5.0,1.0,,,,,,,,
cross,hd_to_als,xgb,hard_label_consensus_curve,50.0,1.0,,,,,,,,
cross,hd_to_pd,dt,aps,0.05,1.0,1.0,1.0,23.0,1.0,2.0,2.0,0.0,0.0
cross,hd_to_pd,dt,aps,0.1,1.0,1.0,1.0,23.0,1.0,2.0,2.0,0.0,0.0
cross,hd_to_pd,dt,aps,0.2,1.0,1.0,1.0,23.0,1.0,2.0,2.0,0.0,0.0
cross,hd_to_pd,dt,lac,0.05,0.782609,0.0,1.0,23.0,0.793392,1.0,1.0,0.0,0.0
cross,hd_to_pd,dt,lac,0.1,0.782609,0.0,1.0,23.0,0.793392,1.0,1.0,0.0,0.0
cross,hd_to_pd,dt,lac,0.2,0.782609,0.0,1.0,23.0,0.793392,1.0,1.0,0.0,0.0
cross,hd_to_pd,dt,hard_label_consensus_curve,1.0,1.0,,,,,,,,
cross,hd_to_pd,dt,hard_label_consensus_curve,10.0,1.0,,,,,,,,
cross,hd_to_pd,dt,hard_label_consensus_curve,25.0,1.0,,,,,,,,
cross,hd_to_pd,dt,hard_label_consensus_curve,3.0,1.0,,,,,,,,
cross,hd_to_pd,dt,hard_label_consensus_curve,5.0,1.0,,,,,,,,
cross,hd_to_pd,dt,hard_label_consensus_curve,50.0,1.0,,,,,,,,
cross,hd_to_pd,knn,aps,0.05,1.0,1.0,1.0,23.0,1.0,2.0,2.0,0.0,0.0
cross,hd_to_pd,knn,aps,0.1,1.0,1.0,1.0,23.0,1.0,2.0,2.0,0.0,0.0
cross,hd_to_pd,knn,aps,0.2,1.0,1.0,1.0,23.0,1.0,2.0,2.0,0.0,0.0
cross,hd_to_pd,knn,lac,0.05,0.679914,0.0,1.0,23.0,0.677744,1.0,1.0,0.0,0.0
cross,hd_to_pd,knn,lac,0.1,0.679914,0.0,1.0,23.0,0.677744,0.805545,1.0,0.194455,0.0
cross,hd_to_pd,knn,lac,0.2,0.679914,0.0,1.0,23.0,0.677744,0.805545,1.0,0.194455,0.0
cross,hd_to_pd,knn,hard_label_consensus_curve,1.0,1.0,,,,,,,,
