scope,domain,classifier,method,alpha,coverage_subject_level,coverage_subject_min,coverage_subject_max,coverage_subject_n,coverage_marginal,raw_mean_set_size,post_mean_set_size,raw_empty_rate,post_empty_rate
within,als,qda,lac,0.2,0.969076,0.547085,1.0,21.0,0.964684,0.795923,1.0,0.204077,0.0
within,als,qda,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,als,qda,hard_label_consensus_curve,10.0,0.875476,,,,,,,,
within,als,qda,hard_label_consensus_curve,25.0,0.811667,,,,,,,,
within,als,qda,hard_label_consensus_curve,3.0,0.937857,,,,,,,,
within,als,qda,hard_label_consensus_curve,5.0,0.90881,,,,,,,,
within,als,qda,hard_label_consensus_curve,50.0,0.759762,,,,,,,,
within,als,rf,aps,0.05,0.995593,0.93722,1.0,21.0,0.995023,1.958995,1.958995,0.0,0.0
within,als,rf,aps,0.1,0.995593,0.93722,1.0,21.0,0.995023,1.958995,1.958995,0.0,0.0
within,als,rf,aps,0.2,0.995593,0.93722,1.0,21.0,0.995023,1.958995,1.958995,0.0,0.0
within,als,rf,lac,0.05,0.947466,0.251121,1.0,21.0,0.940744,1.117563,1.118274,0.000711,0.0
within,als,rf,lac,0.1,0.928483,0.251121,1.0,21.0,0.918701,0.928182,1.0,0.071818,0.0
within,als,rf,lac,0.2,0.928483,0.251121,1.0,21.0,0.918701,0.810856,1.0,0.189144,0.0
within,als,rf,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,als,rf,hard_label_consensus_curve,10.0,0.777619,,,,,,,,
within,als,rf,hard_label_consensus_curve,25.0,0.705,,,,,,,,
within,als,rf,hard_label_consensus_curve,3.0,0.88381,,,,,,,,
within,als,rf,hard_label_consensus_curve,5.0,0.849048,,,,,,,,
within,als,rf,hard_label_consensus_curve,50.0,0.64881,,,,,,,,
within,als,svm,aps,0.05,0.973971,0.850427,1.0,21.0,0.970846,1.0,1.0,0.0,0.0
within,als,svm,aps,0.1,0.973971,0.850427,1.0,21.0,0.970846,1.0,1.0,0.0,0.0
within,als,svm,aps,0.2,0.973971,0.850427,1.0,21.0,0.970846,1.0,1.0,0.0,0.0
within,als,svm,lac,0.05,0.973971,0.850427,1.0,21.0,0.970846,0.952121,1.0,0.047879,0.0
within,als,svm,lac,0.1,0.973971,0.850427,1.0,21.0,0.970846,0.892155,1.0,0.107845,0.0
within,als,svm,lac,0.2,0.973971,0.850427,1.0,21.0,0.970846,0.784072,1.0,0.215928,0.0
within,als,svm,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,als,svm,hard_label_consensus_curve,10.0,0.834762,,,,,,,,
within,als,svm,hard_label_consensus_curve,25.0,0.754286,,,,,,,,
within,als,svm,hard_label_consensus_curve,3.0,0.932381,,,,,,,,
within,als,svm,hard_label_consensus_curve,5.0,0.890476,,,,,,,,
within,als,svm,hard_label_consensus_curve,50.0,0.706429,,,,,,,,
within,als,xgb,aps,0.05,0.978842,0.666667,1.0,21.0,0.977009,1.808248,1.808248,0.0,0.0
within,als,xgb,aps,0.1,0.978842,0.666667,1.0,21.0,0.977009,1.808248,1.808248,0.0,0.0
within,als,xgb,aps,0.2,0.846723,0.0,1.0,21.0,0.82484,0.96255,1.0,0.03745,0.0
within,als,xgb,lac,0.05,0.947243,0.286996,1.0,21.0,0.941455,1.193648,1.193648,0.0,0.0
within,als,xgb,lac,0.1,0.884186,0.0,1.0,21.0,0.865608,1.104527,1.104527,0.0,0.0
within,als,xgb,lac,0.2,0.846723,0.0,1.0,21.0,0.82484,0.868452,1.0,0.131548,0.0
within,als,xgb,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,als,xgb,hard_label_consensus_curve,10.0,0.824048,,,,,,,,
within,als,xgb,hard_label_consensus_curve,25.0,0.752857,,,,,,,,
within,als,xgb,hard_label_consensus_curve,3.0,0.914762,,,,,,,,
within,als,xgb,hard_label_consensus_curve,5.0,0.879762,,,,,,,,
within,als,xgb,hard_label_consensus_curve,50.0,0.707857,,,,,,,,
within,hd,dt,aps,0.05,1.0,1.0,1.0,27.0,1.0,2.0,2.0,0.0,0.0
within,hd,dt,aps,0.1,1.0,1.0,1.0,27.0,1.0,2.0,2.0,0.0,0.0
within,hd,dt,aps,0.2,1.0,1.0,1.0,27.0,1.0,2.0,2.0,0.0,0.0
within,hd,dt,lac,0.05,0.925926,0.0,1.0,27.0,0.918088,1.918088,1.918088,0.0,0.0
within,hd,dt,lac,0.1,0.925926,0.0,1.0,27.0,0.918088,1.0,1.0,0.0,0.0
within,hd,dt,lac,0.2,0.925926,0.0,1.0,27.0,0.918088,1.0,1.0,0.0,0.0
within,hd,dt,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,hd,dt,hard_label_consensus_curve,10.0,1.0,,,,,,,,
within,hd,dt,hard_label_consensus_curve,25.0,1.0,,,,,,,,
within,hd,dt,hard_label_consensus_curve,3.0,1.0,,,,,,,,
within,hd,dt,hard_label_consensus_curve,5.0,1.0,,,,,,,,
within,hd,dt,hard_label_consensus_curve,50.0,1.0,,,,,,,,
within,hd,knn,aps,0.05,1.0,1.0,1.0,27.0,1.0,1.999839,1.999839,0.0,0.0
within,hd,knn,aps,0.1,1.0,1.0,1.0,27.0,1.0,1.999839,1.999839,0.0,0.0
within,hd,knn,aps,0.2,1.0,1.0,1.0,27.0,1.0,1.999839,1.999839,0.0,0.0
within,hd,knn,lac,0.05,1.0,1.0,1.0,27.0,1.0,2.0,2.0,0.0,0.0
within,hd,knn,lac,0.1,0.903592,0.058296,1.0,27.0,0.898294,1.896202,1.896202,0.0,0.0
within,hd,knn,lac,0.2,0.805343,0.004484,1.0,27.0,0.796106,1.029128,1.029289,0.000161,0.0
within,hd,knn,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,hd,knn,hard_label_consensus_curve,10.0,0.671852,,,,,,,,
within,hd,knn,hard_label_consensus_curve,25.0,0.581296,,,,,,,,
within,hd,knn,hard_label_consensus_curve,3.0,0.826296,,,,,,,,
within,hd,knn,hard_label_consensus_curve,5.0,0.75537,,,,,,,,
within,hd,knn,hard_label_consensus_curve,50.0,0.517593,,,,,,,,
within,hd,lgbm,aps,0.05,0.925926,0.0,1.0,27.0,0.918088,1.836176,1.918088,0.081912,0.0
within,hd,lgbm,aps,0.1,0.925926,0.0,1.0,27.0,0.918088,0.884294,1.0,0.115706,0.0
within,hd,lgbm,aps,0.2,0.925926,0.0,1.0,27.0,0.918088,0.776955,1.0,0.223045,0.0
within,hd,lgbm,lac,0.05,0.925926,0.0,1.0,27.0,0.918088,1.918088,1.918088,0.0,0.0
within,hd,lgbm,lac,0.1,0.925926,0.0,1.0,27.0,0.918088,0.985517,1.0,0.014483,0.0
within,hd,lgbm,lac,0.2,0.925926,0.0,1.0,27.0,0.918088,0.887029,1.0,0.112971,0.0
within,hd,lgbm,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,hd,lgbm,hard_label_consensus_curve,10.0,1.0,,,,,,,,
within,hd,lgbm,hard_label_consensus_curve,25.0,1.0,,,,,,,,
within,hd,lgbm,hard_label_consensus_curve,3.0,1.0,,,,,,,,
within,hd,lgbm,hard_label_consensus_curve,5.0,1.0,,,,,,,,
within,hd,lgbm,hard_label_consensus_curve,50.0,1.0,,,,,,,,
within,hd,qda,aps,0.05,0.99462,0.94,1.0,27.0,0.994368,1.970389,1.970389,0.0,0.0
within,hd,qda,aps,0.1,0.99462,0.94,1.0,27.0,0.994368,1.970389,1.970389,0.0,0.0
within,hd,qda,aps,0.2,0.99462,0.94,1.0,27.0,0.994368,1.970389,1.970389,0.0,0.0
within,hd,qda,lac,0.05,0.936158,0.02,1.0,27.0,0.933698,1.290795,1.290795,0.0,0.0
within,hd,qda,lac,0.1,0.897133,0.02,1.0,27.0,0.892823,0.999356,1.012874,0.013518,0.0
within,hd,qda,lac,0.2,0.894194,0.02,1.0,27.0,0.889604,0.854361,1.0,0.145639,0.0
within,hd,qda,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,hd,qda,hard_label_consensus_curve,10.0,0.858889,,,,,,,,
within,hd,qda,hard_label_consensus_curve,25.0,0.80963,,,,,,,,
within,hd,qda,hard_label_consensus_curve,3.0,0.927778,,,,,,,,
within,hd,qda,hard_label_consensus_curve,5.0,0.896111,,,,,,,,
within,hd,qda,hard_label_consensus_curve,50.0,0.778704,,,,,,,,
within,hd,rf,aps,0.05,1.0,1.0,1.0,27.0,1.0,1.977792,1.977792,0.0,0.0
within,hd,rf,aps,0.1,1.0,1.0,1.0,27.0,1.0,1.977792,1.977792,0.0,0.0
within,hd,rf,aps,0.2,1.0,1.0,1.0,27.0,1.0,1.977792,1.977792,0.0,0.0
within,hd,rf,lac,0.05,0.925926,0.0,1.0,27.0,0.918088,1.443193,1.443193,0.0,0.0
within,hd,rf,lac,0.1,0.925926,0.0,1.0,27.0,0.918088,0.961538,1.0,0.038462,0.0
within,hd,rf,lac,0.2,0.925926,0.0,1.0,27.0,0.918088,0.886064,1.0,0.113936,0.0
within,hd,rf,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,hd,rf,hard_label_consensus_curve,10.0,1.0,,,,,,,,
within,hd,rf,hard_label_consensus_curve,25.0,1.0,,,,,,,,
within,hd,rf,hard_label_consensus_curve,3.0,1.0,,,,,,,,
within,hd,rf,hard_label_consensus_curve,5.0,1.0,,,,,,,,
within,hd,rf,hard_label_consensus_curve,50.0,1.0,,,,,,,,
within,hd,svm,aps,0.05,0.978302,0.852018,1.0,27.0,0.976987,1.943193,1.943193,0.0,0.0
within,hd,svm,aps,0.1,0.978302,0.852018,1.0,27.0,0.976987,1.943193,1.943193,0.0,0.0
within,hd,svm,aps,0.2,0.815057,0.0,1.0,27.0,0.802864,1.010138,1.010138,0.0,0.0
within,hd,svm,lac,0.05,0.939367,0.048,1.0,27.0,0.933215,1.294335,1.294335,0.0,0.0
within,hd,svm,lac,0.1,0.894408,0.012,1.0,27.0,0.886707,1.128581,1.128581,0.0,0.0
within,hd,svm,lac,0.2,0.816288,0.0,1.0,27.0,0.804152,0.936756,1.011104,0.074348,0.0
within,hd,svm,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,hd,svm,hard_label_consensus_curve,10.0,0.972222,,,,,,,,
within,hd,svm,hard_label_consensus_curve,25.0,0.937778,,,,,,,,
within,hd,svm,hard_label_consensus_curve,3.0,0.993333,,,,,,,,
within,hd,svm,hard_label_consensus_curve,5.0,0.98463,,,,,,,,
within,hd,svm,hard_label_consensus_curve,50.0,0.899815,,,,,,,,
within,hd,xgb,aps,0.05,0.962963,0.0,1.0,27.0,0.959768,0.976666,1.0,0.023334,0.0
within,hd,xgb,aps,0.1,0.962963,0.0,1.0,27.0,0.959768,0.919054,1.0,0.080946,0.0
within,hd,xgb,aps,0.2,0.962963,0.0,1.0,27.0,0.959768,0.8159,1.0,0.1841,0.0
within,hd,xgb,lac,0.05,0.962963,0.0,1.0,27.0,0.959768,0.962343,1.0,0.037657,0.0
within,hd,xgb,lac,0.1,0.962963,0.0,1.0,27.0,0.959768,0.920663,1.0,0.079337,0.0
within,hd,xgb,lac,0.2,0.962963,0.0,1.0,27.0,0.959768,0.839717,1.0,0.160283,0.0
within,hd,xgb,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,hd,xgb,hard_label_consensus_curve,10.0,1.0,,,,,,,,
within,hd,xgb,hard_label_consensus_curve,25.0,1.0,,,,,,,,
within,hd,xgb,hard_label_consensus_curve,3.0,1.0,,,,,,,,
within,hd,xgb,hard_label_consensus_curve,5.0,1.0,,,,,,,,
within,hd,xgb,hard_label_consensus_curve,50.0,1.0,,,,,,,,
within,pd,dt,aps,0.05,1.0,1.0,1.0,23.0,1.0,2.0,2.0,0.0,0.0
within,pd,dt,aps,0.1,1.0,1.0,1.0,23.0,1.0,2.0,2.0,0.0,0.0
within,pd,dt,aps,0.2,1.0,1.0,1.0,23.0,1.0,2.0,2.0,0.0,0.0
within,pd,dt,lac,0.05,0.956522,0.0,1.0,23.0,0.951571,1.951571,1.951571,0.0,0.0
within,pd,dt,lac,0.1,0.909534,0.0,1.0,23.0,0.910434,0.99439,1.0,0.00561,0.0
within,pd,dt,lac,0.2,0.909534,0.0,1.0,23.0,0.910434,0.99439,1.0,0.00561,0.0
within,pd,dt,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,pd,dt,hard_label_consensus_curve,10.0,0.974565,,,,,,,,
within,pd,dt,hard_label_consensus_curve,25.0,0.961304,,,,,,,,
within,pd,dt,hard_label_consensus_curve,3.0,0.990435,,,,,,,,
within,pd,dt,hard_label_consensus_curve,5.0,0.984348,,,,,,,,
within,pd,dt,hard_label_consensus_curve,50.0,0.956957,,,,,,,,
within,pd,knn,aps,0.05,1.0,1.0,1.0,23.0,1.0,1.999626,1.999626,0.0,0.0
within,pd,knn,aps,0.1,1.0,1.0,1.0,23.0,1.0,1.999626,1.999626,0.0,0.0
within,pd,knn,aps,0.2,1.0,1.0,1.0,23.0,1.0,1.999626,1.999626,0.0,0.0
within,pd,knn,lac,0.05,0.949922,0.704036,1.0,23.0,0.948392,1.159499,1.159499,0.0,0.0
within,pd,knn,lac,0.1,0.886326,0.371287,1.0,23.0,0.885378,1.005797,1.008601,0.002805,0.0
within,pd,knn,lac,0.2,0.884125,0.371287,1.0,23.0,0.883134,0.842558,1.0,0.157442,0.0
within,pd,knn,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,pd,knn,hard_label_consensus_curve,10.0,0.718696,,,,,,,,
within,pd,knn,hard_label_consensus_curve,25.0,0.670435,,,,,,,,
within,pd,knn,hard_label_consensus_curve,3.0,0.81913,,,,,,,,
within,pd,knn,hard_label_consensus_curve,5.0,0.763043,,,,,,,,
within,pd,knn,hard_label_consensus_curve,50.0,0.623696,,,,,,,,
within,pd,lgbm,aps,0.05,0.956522,0.0,1.0,23.0,0.951571,1.903141,1.951571,0.048429,0.0
within,pd,lgbm,aps,0.1,0.909339,0.0,1.0,23.0,0.910247,0.873224,1.0,0.126776,0.0
within,pd,lgbm,aps,0.2,0.909339,0.0,1.0,23.0,0.910247,0.786649,1.0,0.213351,0.0
within,pd,lgbm,lac,0.05,0.913043,0.0,1.0,23.0,0.9138,1.9138,1.9138,0.0,0.0
within,pd,lgbm,lac,0.1,0.909339,0.0,1.0,23.0,0.910247,0.981862,1.0,0.018138,0.0
within,pd,lgbm,lac,0.2,0.909339,0.0,1.0,23.0,0.910247,0.872476,1.0,0.127524,0.0
within,pd,lgbm,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,pd,lgbm,hard_label_consensus_curve,10.0,0.974348,,,,,,,,
within,pd,lgbm,hard_label_consensus_curve,25.0,0.96087,,,,,,,,
within,pd,lgbm,hard_label_consensus_curve,3.0,0.991087,,,,,,,,
within,pd,lgbm,hard_label_consensus_curve,5.0,0.984348,,,,,,,,
within,pd,lgbm,hard_label_consensus_curve,50.0,0.957609,,,,,,,,
within,pd,qda,aps,0.05,0.995837,0.964126,1.0,23.0,0.995886,1.959237,1.959237,0.0,0.0
within,pd,qda,aps,0.1,0.995837,0.964126,1.0,23.0,0.995886,1.959237,1.959237,0.0,0.0
within,pd,qda,aps,0.2,0.845592,0.0,1.0,23.0,0.842932,0.939791,1.0,0.060209,0.0
within,pd,qda,lac,0.05,0.926086,0.020408,1.0,23.0,0.925019,1.233732,1.233732,0.0,0.0
within,pd,qda,lac,0.1,0.895447,0.008163,1.0,23.0,0.894727,1.099289,1.099289,0.0,0.0
within,pd,qda,lac,0.2,0.845592,0.0,1.0,23.0,0.842932,0.864248,1.0,0.135752,0.0
within,pd,qda,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,pd,qda,hard_label_consensus_curve,10.0,0.799565,,,,,,,,
within,pd,qda,hard_label_consensus_curve,25.0,0.752826,,,,,,,,
within,pd,qda,hard_label_consensus_curve,3.0,0.892174,,,,,,,,
within,pd,qda,hard_label_consensus_curve,5.0,0.845,,,,,,,,
within,pd,qda,hard_label_consensus_curve,50.0,0.718043,,,,,,,,
within,pd,rf,aps,0.05,0.998489,0.965251,1.0,23.0,0.998317,1.967838,1.967838,0.0,0.0
within,pd,rf,aps,0.1,0.998489,0.965251,1.0,23.0,0.998317,1.967838,1.967838,0.0,0.0
within,pd,rf,aps,0.2,0.998489,0.965251,1.0,23.0,0.998317,1.967838,1.967838,0.0,0.0
within,pd,rf,lac,0.05,0.913043,0.0,1.0,23.0,0.9138,1.230927,1.230927,0.0,0.0
within,pd,rf,lac,0.1,0.906997,0.0,1.0,23.0,0.907816,0.967464,1.0,0.032536,0.0
within,pd,rf,lac,0.2,0.906997,0.0,1.0,23.0,0.907816,0.876589,1.0,0.123411,0.0
within,pd,rf,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,pd,rf,hard_label_consensus_curve,10.0,0.95913,,,,,,,,
within,pd,rf,hard_label_consensus_curve,25.0,0.92913,,,,,,,,
within,pd,rf,hard_label_consensus_curve,3.0,0.986522,,,,,,,,
within,pd,rf,hard_label_consensus_curve,5.0,0.973043,,,,,,,,
within,pd,rf,hard_label_consensus_curve,50.0,0.917609,,,,,,,,
within,pd,svm,aps,0.05,0.976978,0.787129,1.0,23.0,0.977188,1.819372,1.819372,0.0,0.0
within,pd,svm,aps,0.1,0.945035,0.195918,1.0,23.0,0.94353,1.785714,1.785714,0.0,0.0
within,pd,svm,aps,0.2,0.833941,0.0,1.0,23.0,0.830965,0.964099,1.0,0.035901,0.0
within,pd,svm,lac,0.05,0.935706,0.0,1.0,23.0,0.931002,1.622476,1.622476,0.0,0.0
within,pd,svm,lac,0.1,0.882382,0.0,1.0,23.0,0.881638,1.185116,1.185116,0.0,0.0
within,pd,svm,lac,0.2,0.833941,0.0,1.0,23.0,0.830965,0.924832,1.0,0.075168,0.0
within,pd,svm,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,pd,svm,hard_label_consensus_curve,10.0,0.800217,,,,,,,,
within,pd,svm,hard_label_consensus_curve,25.0,0.743478,,,,,,,,
within,pd,svm,hard_label_consensus_curve,3.0,0.895,,,,,,,,
within,pd,svm,hard_label_consensus_curve,5.0,0.851522,,,,,,,,
within,pd,svm,hard_label_consensus_curve,50.0,0.709783,,,,,,,,
within,pd,xgb,aps,0.05,0.972848,0.37551,1.0,23.0,0.971391,1.858826,1.858826,0.0,0.0
within,pd,xgb,aps,0.1,0.904855,0.0,1.0,23.0,0.897906,1.717838,1.766268,0.048429,0.0
within,pd,xgb,aps,0.2,0.861376,0.0,1.0,23.0,0.860135,0.883508,1.0,0.116492,0.0
within,pd,xgb,lac,0.05,0.956522,0.0,1.0,23.0,0.951571,1.951571,1.951571,0.0,0.0
within,pd,xgb,lac,0.1,0.868785,0.0,1.0,23.0,0.86724,1.206619,1.206619,0.0,0.0
within,pd,xgb,lac,0.2,0.861376,0.0,1.0,23.0,0.860135,0.93362,1.0,0.06638,0.0
within,pd,xgb,hard_label_consensus_curve,1.0,1.0,,,,,,,,
within,pd,xgb,hard_label_consensus_curve,10.0,0.961957,,,,,,,,
within,pd,xgb,hard_label_consensus_curve,25.0,0.956522,,,,,,,,
within,pd,xgb,hard_label_consensus_curve,3.0,0.981087,,,,,,,,
within,pd,xgb,hard_label_consensus_curve,5.0,0.97,,,,,,,,
within,pd,xgb,hard_label_consensus_curve,50.0,0.956522,,,,,,,,
