scope,domain,classifier,variant,sigma,mean_f1,std_f1
cross,hd_to_pd,qda,source_relative,0.1,0.5903766000000001,0.007098084285505342
cross,hd_to_pd,qda,source_relative,0.15,0.46565930000000005,0.00642239314698834
cross,hd_to_pd,qda,source_relative,0.2,0.42018216666666663,0.003730799351191452
cross,hd_to_pd,qda,source_relative,0.25,0.403724,0.002362074059395465
cross,hd_to_pd,qda,source_relative,0.5,0.3935449666666667,0.0003309440502076074
cross,hd_to_pd,xgb,source_relative,0.0,0.74745,0.0
cross,hd_to_pd,xgb,source_relative,0.05,0.7807812666666668,0.003425590066798282
cross,hd_to_pd,xgb,source_relative,0.1,0.7488193333333334,0.005413498189126712
cross,hd_to_pd,xgb,source_relative,0.15,0.7119879,0.005114811341449529
cross,hd_to_pd,xgb,source_relative,0.2,0.6814718,0.006567771707360101
cross,hd_to_pd,xgb,source_relative,0.25,0.6622314333333335,0.005289220519348662
cross,hd_to_pd,xgb,source_relative,0.5,0.6067064333333334,0.0068283481603423285
cross,hd_to_pd,lgbm,source_relative,0.0,0.74745,0.0
cross,hd_to_pd,lgbm,source_relative,0.05,0.7802212333333334,0.0036945728760956376
cross,hd_to_pd,lgbm,source_relative,0.1,0.7497054666666666,0.004755410542727629
cross,hd_to_pd,lgbm,source_relative,0.15,0.7111682000000001,0.00494418378885039
cross,hd_to_pd,lgbm,source_relative,0.2,0.6810582666666668,0.006062669503827805
cross,hd_to_pd,lgbm,source_relative,0.25,0.6613587666666667,0.006778789876154697
cross,hd_to_pd,lgbm,source_relative,0.5,0.6055715,0.005648671670218668
cross,hd_to_pd,rf,target_relative,0.0,0.74745,0.0
cross,hd_to_pd,rf,target_relative,0.05,0.7683634000000001,0.0021610203624437543
cross,hd_to_pd,rf,target_relative,0.1,0.7829204666666667,0.0029336908227824885
cross,hd_to_pd,rf,target_relative,0.15,0.7899758666666669,0.003997915428659376
cross,hd_to_pd,rf,target_relative,0.2,0.7890631666666666,0.004225168897528677
cross,hd_to_pd,rf,target_relative,0.25,0.7807006000000001,0.0037030017329840238
cross,hd_to_pd,rf,target_relative,0.5,0.7208520333333334,0.0060672447162716525
cross,hd_to_pd,knn,target_relative,0.0,0.603957,0.0
cross,hd_to_pd,knn,target_relative,0.05,0.6041384666666666,0.0028470280539941734
cross,hd_to_pd,knn,target_relative,0.1,0.6061699,0.0039891448858984475
cross,hd_to_pd,knn,target_relative,0.15,0.6088794666666667,0.0038084895434146626
cross,hd_to_pd,knn,target_relative,0.2,0.6107039666666665,0.00449195108889862
cross,hd_to_pd,knn,target_relative,0.25,0.6141836999999999,0.005192849501129352
cross,hd_to_pd,knn,target_relative,0.5,0.6074011999999999,0.0057819763975710675
cross,hd_to_pd,svm,target_relative,0.0,0.624807,0.0
cross,hd_to_pd,svm,target_relative,0.05,0.6224899999999999,0.0030759343632295734
cross,hd_to_pd,svm,target_relative,0.1,0.6203790333333333,0.004381168970785614
cross,hd_to_pd,svm,target_relative,0.15,0.6177569,0.004776360289000899
cross,hd_to_pd,svm,target_relative,0.2,0.6128550666666667,0.004695140612879727
cross,hd_to_pd,svm,target_relative,0.25,0.6070591333333334,0.005596888561318345
cross,hd_to_pd,svm,target_relative,0.5,0.5864198,0.005966095138363116
cross,hd_to_pd,dt,target_relative,0.0,0.74745,0.0
cross,hd_to_pd,dt,target_relative,0.05,0.7676683999999999,0.0017199655890703742
cross,hd_to_pd,dt,target_relative,0.1,0.7790069666666668,0.0027825257749939524
cross,hd_to_pd,dt,target_relative,0.15,0.7785732999999999,0.0033272984397099844
cross,hd_to_pd,dt,target_relative,0.2,0.7696241333333333,0.004858677390155601
cross,hd_to_pd,dt,target_relative,0.25,0.7535779999999999,0.005022786003940377
cross,hd_to_pd,dt,target_relative,0.5,0.6902362666666666,0.007719086286527084
cross,hd_to_pd,qda,target_relative,0.0,0.829398,0.0
cross,hd_to_pd,qda,target_relative,0.05,0.8093178333333334,0.002693534417994236
cross,hd_to_pd,qda,target_relative,0.1,0.7108217999999998,0.005544398567551041
cross,hd_to_pd,qda,target_relative,0.15,0.5815219,0.004932217836101587
cross,hd_to_pd,qda,target_relative,0.2,0.4938179,0.006340154693805135
cross,hd_to_pd,qda,target_relative,0.25,0.44803149999999997,0.005544724325413085
cross,hd_to_pd,qda,target_relative,0.5,0.3970221,0.0015933363900081266
cross,hd_to_pd,xgb,target_relative,0.0,0.74745,0.0
cross,hd_to_pd,xgb,target_relative,0.05,0.7680122666666668,0.0023144427486506652
cross,hd_to_pd,xgb,target_relative,0.1,0.7789263666666667,0.0030092269540397776
cross,hd_to_pd,xgb,target_relative,0.15,0.7796322333333333,0.0035511563214733564
cross,hd_to_pd,xgb,target_relative,0.2,0.7693958333333331,0.005140756861513241
cross,hd_to_pd,xgb,target_relative,0.25,0.7562683666666666,0.004681436446834136
cross,hd_to_pd,xgb,target_relative,0.5,0.6905632999999999,0.007215306948091139
cross,hd_to_pd,lgbm,target_relative,0.0,0.74745,0.0
cross,hd_to_pd,lgbm,target_relative,0.05,0.7677557,0.002326930035401831
cross,hd_to_pd,lgbm,target_relative,0.1,0.7791571333333335,0.0020492783546196477
cross,hd_to_pd,lgbm,target_relative,0.15,0.7795192000000003,0.002919037186565427
cross,hd_to_pd,lgbm,target_relative,0.2,0.7690316999999998,0.0035030845339106814
cross,hd_to_pd,lgbm,target_relative,0.25,0.7544007000000001,0.004334645402909618
cross,hd_to_pd,lgbm,target_relative,0.5,0.6877940666666666,0.0056617642061849195
cross,pd_to_als,rf,pooled_relative,0.0,0.671551,0.0
cross,pd_to_als,rf,pooled_relative,0.05,0.6652467000000001,0.0026017340258718533
cross,pd_to_als,rf,pooled_relative,0.1,0.6807579333333333,0.0024916196357380508
cross,pd_to_als,rf,pooled_relative,0.15,0.6940420666666666,0.003021075395803033
cross,pd_to_als,rf,pooled_relative,0.2,0.7044974666666666,0.0038726974091695403
cross,pd_to_als,rf,pooled_relative,0.25,0.7075153,0.004225248567672758
cross,pd_to_als,rf,pooled_relative,0.5,0.6975911666666667,0.007063951883517024
cross,pd_to_als,knn,pooled_relative,0.0,0.788058,0.0
cross,pd_to_als,knn,pooled_relative,0.05,0.7917129000000002,0.0030122206764193575
cross,pd_to_als,knn,pooled_relative,0.1,0.7954735333333336,0.003658433033071853
cross,pd_to_als,knn,pooled_relative,0.15,0.7952336666666665,0.004100447270248936
cross,pd_to_als,knn,pooled_relative,0.2,0.7927945000000001,0.004590122954930435
cross,pd_to_als,knn,pooled_relative,0.25,0.7864191999999999,0.005146575556486146
cross,pd_to_als,knn,pooled_relative,0.5,0.7439267333333334,0.007426179576259282
cross,pd_to_als,svm,pooled_relative,0.0,0.859072,0.0
cross,pd_to_als,svm,pooled_relative,0.05,0.8558330666666668,0.0027224635893620982
cross,pd_to_als,svm,pooled_relative,0.1,0.8494624999999999,0.0025791029414815245
cross,pd_to_als,svm,pooled_relative,0.15,0.8415581000000001,0.0040386575385631725
cross,pd_to_als,svm,pooled_relative,0.2,0.8330971666666668,0.0049362840699801935
cross,pd_to_als,svm,pooled_relative,0.25,0.8246480333333335,0.003941386973479343
cross,pd_to_als,svm,pooled_relative,0.5,0.7875358000000001,0.004240021847699078
cross,pd_to_als,dt,pooled_relative,0.0,0.669252,0.0
cross,pd_to_als,dt,pooled_relative,0.05,0.6587285333333334,0.0025355976066774705
cross,pd_to_als,dt,pooled_relative,0.1,0.6637825,0.0023629427262602514
cross,pd_to_als,dt,pooled_relative,0.15,0.6738109333333333,0.002151710289006434
cross,pd_to_als,dt,pooled_relative,0.2,0.6812180999999998,0.0034472980659021
cross,pd_to_als,dt,pooled_relative,0.25,0.6842574333333332,0.003520078003478713
cross,pd_to_als,dt,pooled_relative,0.5,0.6638542,0.006325775124373137
cross,pd_to_als,qda,pooled_relative,0.0,0.902826,0.0
cross,pd_to_als,qda,pooled_relative,0.05,0.9001675,0.0017299486488292673
cross,pd_to_als,qda,pooled_relative,0.1,0.8876235333333333,0.002311567280429888
cross,pd_to_als,qda,pooled_relative,0.15,0.8696044333333333,0.002791292886488435
cross,pd_to_als,qda,pooled_relative,0.2,0.8478139000000001,0.00447693615483656
cross,pd_to_als,qda,pooled_relative,0.25,0.8247745666666668,0.004473355784884637
cross,pd_to_als,qda,pooled_relative,0.5,0.6553938333333333,0.005180149792024934
cross,pd_to_als,xgb,pooled_relative,0.0,0.715739,0.0
cross,pd_to_als,xgb,pooled_relative,0.05,0.7378353000000001,0.002371126549510397
cross,pd_to_als,xgb,pooled_relative,0.1,0.7366439333333333,0.0032361276767503837
cross,pd_to_als,xgb,pooled_relative,0.15,0.7412361666666667,0.0034126222709769346
cross,pd_to_als,xgb,pooled_relative,0.2,0.7467575333333333,0.0037722670832175333
cross,pd_to_als,xgb,pooled_relative,0.25,0.7485565333333335,0.00444802723984878
cross,pd_to_als,xgb,pooled_relative,0.5,0.7263058333333332,0.005793413263968531
cross,pd_to_als,lgbm,pooled_relative,0.0,0.712077,0.0
cross,pd_to_als,lgbm,pooled_relative,0.05,0.7021016333333333,0.0024082171898176757
cross,pd_to_als,lgbm,pooled_relative,0.1,0.7073738333333334,0.003348955669266553
cross,pd_to_als,lgbm,pooled_relative,0.15,0.7156979000000001,0.003735008289239755
cross,pd_to_als,lgbm,pooled_relative,0.2,0.7239072333333333,0.0032156134040596113
cross,pd_to_als,lgbm,pooled_relative,0.25,0.7260039333333332,0.004145251965498765
cross,pd_to_als,lgbm,pooled_relative,0.5,0.7085693666666668,0.005582573226249415
cross,pd_to_als,rf,source_relative,0.0,0.671551,0.0
cross,pd_to_als,rf,source_relative,0.05,0.6653106333333333,0.0026062597256358154
cross,pd_to_als,rf,source_relative,0.1,0.6813287,0.0028986064564985596
cross,pd_to_als,rf,source_relative,0.15,0.6944157666666668,0.0031450553164734884
cross,pd_to_als,rf,source_relative,0.2,0.7048689333333333,0.0034808511338596366
cross,pd_to_als,rf,source_relative,0.25,0.7079590333333332,0.004055512421242302
cross,pd_to_als,rf,source_relative,0.5,0.7010902999999999,0.006803512866210352
cross,pd_to_als,knn,source_relative,0.0,0.788058,0.0
cross,pd_to_als,knn,source_relative,0.05,0.7913475666666668,0.0026360539563748528
cross,pd_to_als,knn,source_relative,0.1,0.7937364,0.004212637592964195
cross,pd_to_als,knn,source_relative,0.15,0.7945150999999999,0.0037463457629885195
cross,pd_to_als,knn,source_relative,0.2,0.7949928,0.0043497722366055945
cross,pd_to_als,knn,source_relative,0.25,0.7926552333333334,0.004516699502064986
cross,pd_to_als,knn,source_relative,0.5,0.7599952333333334,0.006042884403097208
cross,pd_to_als,svm,source_relative,0.0,0.859072,0.0
cross,pd_to_als,svm,source_relative,0.05,0.8558944333333333,0.002602396676319646
cross,pd_to_als,svm,source_relative,0.1,0.8496376,0.002659578844025159
cross,pd_to_als,svm,source_relative,0.15,0.8420209999999998,0.003933644918498314
cross,pd_to_als,svm,source_relative,0.2,0.8336232666666669,0.004925445283096913
cross,pd_to_als,svm,source_relative,0.25,0.8251619000000001,0.003912402475153373
cross,pd_to_als,svm,source_relative,0.5,0.7890701666666669,0.0040685526536352245
cross,pd_to_als,dt,source_relative,0.0,0.669252,0.0
cross,pd_to_als,dt,source_relative,0.05,0.6587815,0.002387870263760516
cross,pd_to_als,dt,source_relative,0.1,0.6639433333333334,0.0024058238868862798
cross,pd_to_als,dt,source_relative,0.15,0.6743707666666665,0.002188152766578486
cross,pd_to_als,dt,source_relative,0.2,0.6820463,0.0035078387309095274
cross,pd_to_als,dt,source_relative,0.25,0.6863589333333333,0.0035638994812766064
cross,pd_to_als,dt,source_relative,0.5,0.6703507,0.006676156612437521
cross,pd_to_als,qda,source_relative,0.0,0.902826,0.0
cross,pd_to_als,qda,source_relative,0.05,0.9008106,0.0015261111858983717
cross,pd_to_als,qda,source_relative,0.1,0.8893706666666669,0.0024380829005358024
cross,pd_to_als,qda,source_relative,0.15,0.8740564999999999,0.002710042915425561
cross,pd_to_als,qda,source_relative,0.2,0.8560245333333334,0.004150446969975001
cross,pd_to_als,qda,source_relative,0.25,0.8359456999999999,0.004091222127079307
cross,pd_to_als,qda,source_relative,0.5,0.6903390999999999,0.0063672672931767765
cross,pd_to_als,xgb,source_relative,0.0,0.715739,0.0
cross,pd_to_als,xgb,source_relative,0.05,0.7379453666666668,0.0022732525002482767
cross,pd_to_als,xgb,source_relative,0.1,0.7355937666666669,0.0033034804810238697
cross,pd_to_als,xgb,source_relative,0.15,0.7385174666666666,0.0031498776192245784
cross,pd_to_als,xgb,source_relative,0.2,0.7434560666666667,0.004082315231651598
cross,pd_to_als,xgb,source_relative,0.25,0.7445857666666666,0.004323376080886508
cross,pd_to_als,xgb,source_relative,0.5,0.7285950666666667,0.006559284574809457
cross,pd_to_als,lgbm,source_relative,0.0,0.712077,0.0
cross,pd_to_als,lgbm,source_relative,0.05,0.7019927,0.00233726058556327
cross,pd_to_als,lgbm,source_relative,0.1,0.7069491999999999,0.0032986488707368892
cross,pd_to_als,lgbm,source_relative,0.15,0.7147434000000001,0.0039327672331762615
cross,pd_to_als,lgbm,source_relative,0.2,0.7214790666666665,0.0027408472379191764
cross,pd_to_als,lgbm,source_relative,0.25,0.7226319666666666,0.0033535370054803945
cross,pd_to_als,lgbm,source_relative,0.5,0.7111911333333335,0.005547771194181366
cross,pd_to_als,rf,target_relative,0.0,0.671551,0.0
cross,pd_to_als,rf,target_relative,0.05,0.6651805333333335,0.0028385900304410904
cross,pd_to_als,rf,target_relative,0.1,0.6807761333333334,0.0026737909382764332
cross,pd_to_als,rf,target_relative,0.15,0.6941617333333333,0.0029882132700204734
cross,pd_to_als,rf,target_relative,0.2,0.7043020000000001,0.004190659984232594
cross,pd_to_als,rf,target_relative,0.25,0.7071581333333333,0.0042895554285628116
cross,pd_to_als,rf,target_relative,0.5,0.6964132333333333,0.006756367166496055
cross,pd_to_als,knn,target_relative,0.0,0.788058,0.0
cross,pd_to_als,knn,target_relative,0.05,0.7922014999999999,0.0033930500748360283
cross,pd_to_als,knn,target_relative,0.1,0.7954962666666666,0.003585115560426076
cross,pd_to_als,knn,target_relative,0.15,0.7943512999999999,0.0038375844247705393
cross,pd_to_als,knn,target_relative,0.2,0.7896647333333333,0.004977768236478265
cross,pd_to_als,knn,target_relative,0.25,0.7808388,0.004703074639219429
cross,pd_to_als,knn,target_relative,0.5,0.7343631333333333,0.007351160113620969
cross,pd_to_als,svm,target_relative,0.0,0.859072,0.0
cross,pd_to_als,svm,target_relative,0.05,0.8556336666666664,0.0026166522746511067
cross,pd_to_als,svm,target_relative,0.1,0.8492626666666667,0.002257620250485516
cross,pd_to_als,svm,target_relative,0.15,0.8408049,0.004071521492699902
cross,pd_to_als,svm,target_relative,0.2,0.8326787999999999,0.004976998038563216
cross,pd_to_als,svm,target_relative,0.25,0.8243672333333333,0.0037436319510680384
cross,pd_to_als,svm,target_relative,0.5,0.7863963333333335,0.004415180484719017
cross,pd_to_als,dt,target_relative,0.0,0.669252,0.0
cross,pd_to_als,dt,target_relative,0.05,0.6586055333333333,0.0025468586023236206
cross,pd_to_als,dt,target_relative,0.1,0.6637941666666668,0.0023518285488080275
cross,pd_to_als,dt,target_relative,0.15,0.6736198333333333,0.0022648270556389094
cross,pd_to_als,dt,target_relative,0.2,0.6806527000000001,0.003785528033591
cross,pd_to_als,dt,target_relative,0.25,0.6834358999999999,0.003711154568464434
cross,pd_to_als,dt,target_relative,0.5,0.6601824333333332,0.006081826391309024
cross,pd_to_als,qda,target_relative,0.0,0.902826,0.0
cross,pd_to_als,qda,target_relative,0.05,0.8998225333333333,0.0018310859926949537
cross,pd_to_als,qda,target_relative,0.1,0.8863549333333334,0.0023490117354609714
cross,pd_to_als,qda,target_relative,0.15,0.8662147333333333,0.00269293659647673
cross,pd_to_als,qda,target_relative,0.2,0.8416024666666666,0.0042726988784311986
cross,pd_to_als,qda,target_relative,0.25,0.8164489666666666,0.0041096644336820675
cross,pd_to_als,qda,target_relative,0.5,0.6340633666666665,0.004912810842904591
cross,pd_to_als,xgb,target_relative,0.0,0.715739,0.0
cross,pd_to_als,xgb,target_relative,0.05,0.7379030333333334,0.002280656960453346
cross,pd_to_als,xgb,target_relative,0.1,0.737397733333333,0.0033958622584199303
cross,pd_to_als,xgb,target_relative,0.15,0.7427848333333332,0.003112125341897108
cross,pd_to_als,xgb,target_relative,0.2,0.7484809333333334,0.003992146600284233
cross,pd_to_als,xgb,target_relative,0.25,0.7504968000000001,0.004436917106155644
cross,pd_to_als,xgb,target_relative,0.5,0.7235373333333333,0.006133957778057211
cross,pd_to_als,lgbm,target_relative,0.0,0.712077,0.0
cross,pd_to_als,lgbm,target_relative,0.05,0.7022681,0.002186043794715414
cross,pd_to_als,lgbm,target_relative,0.1,0.7076183333333332,0.0035124673745774793
cross,pd_to_als,lgbm,target_relative,0.15,0.7167352,0.003922837620027552
cross,pd_to_als,lgbm,target_relative,0.2,0.7251220000000002,0.003102351499683148
cross,pd_to_als,lgbm,target_relative,0.25,0.7268995333333332,0.0042407632911958225
cross,pd_to_als,lgbm,target_relative,0.5,0.7050810333333334,0.005969177564116679
cross,als_to_pd,rf,pooled_relative,0.0,0.815262,0.0
cross,als_to_pd,rf,pooled_relative,0.05,0.801069,0.0028685606387055885
cross,als_to_pd,rf,pooled_relative,0.1,0.8016127,0.0033732690697958444
cross,als_to_pd,rf,pooled_relative,0.15,0.7996985666666668,0.003009580904302157
cross,als_to_pd,rf,pooled_relative,0.2,0.7968333666666665,0.003066611186841977
cross,als_to_pd,rf,pooled_relative,0.25,0.7923453666666667,0.0034445045735883814
cross,als_to_pd,rf,pooled_relative,0.5,0.7554269666666666,0.004684753469267748
cross,als_to_pd,knn,pooled_relative,0.0,0.683278,0.0
cross,als_to_pd,knn,pooled_relative,0.05,0.6846062333333334,0.00144432236069694
cross,als_to_pd,knn,pooled_relative,0.1,0.6853482666666667,0.002036069708401767
cross,als_to_pd,knn,pooled_relative,0.15,0.6849646,0.002016618877366696
cross,als_to_pd,knn,pooled_relative,0.2,0.6841952000000001,0.003235170073875025
cross,als_to_pd,knn,pooled_relative,0.25,0.6822255333333334,0.002289361855571798
cross,als_to_pd,knn,pooled_relative,0.5,0.6673121000000001,0.003272867258705032
cross,als_to_pd,svm,pooled_relative,0.0,0.775085,0.0
cross,als_to_pd,svm,pooled_relative,0.05,0.7738370666666666,0.0010301200443380975
cross,als_to_pd,svm,pooled_relative,0.1,0.7719757666666668,0.0018929101784496173
cross,als_to_pd,svm,pooled_relative,0.15,0.7692646333333333,0.001904358856419394
cross,als_to_pd,svm,pooled_relative,0.2,0.7650452999999999,0.0021506348244822544
cross,als_to_pd,svm,pooled_relative,0.25,0.7608596,0.002782625906932356
cross,als_to_pd,svm,pooled_relative,0.5,0.7302647,0.003465743231729064
cross,als_to_pd,dt,pooled_relative,0.0,0.854761,0.0
cross,als_to_pd,dt,pooled_relative,0.05,0.8485998666666668,0.0013863439323813411
cross,als_to_pd,dt,pooled_relative,0.1,0.8385864666666667,0.0022802775350341934
cross,als_to_pd,dt,pooled_relative,0.15,0.8328308333333335,0.0032007165909218285
cross,als_to_pd,dt,pooled_relative,0.2,0.8270184333333334,0.0035397050791169645
cross,als_to_pd,dt,pooled_relative,0.25,0.8171014333333334,0.004179441933406014
cross,als_to_pd,dt,pooled_relative,0.5,0.7483231333333333,0.004013500146989533
cross,als_to_pd,qda,pooled_relative,0.0,0.798541,0.0
cross,als_to_pd,qda,pooled_relative,0.05,0.8005368666666667,0.001765152444981161
cross,als_to_pd,qda,pooled_relative,0.1,0.8009660666666666,0.0022814875959721276
cross,als_to_pd,qda,pooled_relative,0.15,0.7883077666666666,0.0025869960036669043
cross,als_to_pd,qda,pooled_relative,0.2,0.7688236666666666,0.003125862775611564
cross,als_to_pd,qda,pooled_relative,0.25,0.7430155,0.006134639071248006
cross,als_to_pd,qda,pooled_relative,0.5,0.5788612000000001,0.005688075429928107
cross,als_to_pd,xgb,pooled_relative,0.0,0.716878,0.0
cross,als_to_pd,xgb,pooled_relative,0.05,0.7135010333333334,0.0013226675627719905
cross,als_to_pd,xgb,pooled_relative,0.1,0.7161941,0.002338830629565363
cross,als_to_pd,xgb,pooled_relative,0.15,0.7205902,0.0033611646524217965
cross,als_to_pd,xgb,pooled_relative,0.2,0.7243342666666664,0.003391311453510664
cross,als_to_pd,xgb,pooled_relative,0.25,0.7261524,0.004290508414532297
cross,als_to_pd,xgb,pooled_relative,0.5,0.7166653333333334,0.005078517679017374
cross,als_to_pd,lgbm,pooled_relative,0.0,0.725631,0.0
cross,als_to_pd,lgbm,pooled_relative,0.05,0.7258227333333335,0.0015018901179636194
cross,als_to_pd,lgbm,pooled_relative,0.1,0.7208127666666667,0.0025447879483954747
cross,als_to_pd,lgbm,pooled_relative,0.15,0.7145050333333333,0.003507072681304738
cross,als_to_pd,lgbm,pooled_relative,0.2,0.7083622333333329,0.003214327383743772
cross,als_to_pd,lgbm,pooled_relative,0.25,0.7032219333333332,0.0035826201443706794
cross,als_to_pd,lgbm,pooled_relative,0.5,0.6752804666666666,0.005901811473714178
cross,als_to_pd,rf,source_relative,0.0,0.815262,0.0
cross,als_to_pd,rf,source_relative,0.05,0.8016973666666666,0.00296169140262246
cross,als_to_pd,rf,source_relative,0.1,0.8020318,0.0031180554218604114
cross,als_to_pd,rf,source_relative,0.15,0.7993132333333334,0.0028710660723769515
cross,als_to_pd,rf,source_relative,0.2,0.7952125999999999,0.003278065825852292
cross,als_to_pd,rf,source_relative,0.25,0.7892605666666666,0.0040779598574349025
cross,als_to_pd,rf,source_relative,0.5,0.7509058,0.0040332869576511126
cross,als_to_pd,knn,source_relative,0.0,0.683278,0.0
cross,als_to_pd,knn,source_relative,0.05,0.6846950333333331,0.001256995390860159
cross,als_to_pd,knn,source_relative,0.1,0.6850642666666668,0.0020546442419356993
cross,als_to_pd,knn,source_relative,0.15,0.6846681,0.002461587423762886
cross,als_to_pd,knn,source_relative,0.2,0.6838614,0.003515282424519828
cross,als_to_pd,knn,source_relative,0.25,0.6816429333333333,0.002409201669652726
cross,als_to_pd,knn,source_relative,0.5,0.6673232666666666,0.004330497956023814
cross,als_to_pd,svm,source_relative,0.0,0.775085,0.0
cross,als_to_pd,svm,source_relative,0.05,0.7736126000000001,0.0012634332153521998
cross,als_to_pd,svm,source_relative,0.1,0.7715391333333333,0.001824026008082371
cross,als_to_pd,svm,source_relative,0.15,0.7687180333333334,0.002004324591431261
cross,als_to_pd,svm,source_relative,0.2,0.7639710333333335,0.0021188163169698175
cross,als_to_pd,svm,source_relative,0.25,0.7596414666666668,0.0026613266685586775
cross,als_to_pd,svm,source_relative,0.5,0.7255166,0.0037217697551494002
cross,als_to_pd,dt,source_relative,0.0,0.854761,0.0
cross,als_to_pd,dt,source_relative,0.05,0.8494452,0.0015019771429456044
cross,als_to_pd,dt,source_relative,0.1,0.8389580999999999,0.0021650450556751524
cross,als_to_pd,dt,source_relative,0.15,0.8308158000000001,0.003645614260715336
cross,als_to_pd,dt,source_relative,0.2,0.8231994999999999,0.0035287792824343447
cross,als_to_pd,dt,source_relative,0.25,0.811929,0.004855912464415837
cross,als_to_pd,dt,source_relative,0.5,0.7393725666666666,0.0035811275693300895
cross,als_to_pd,qda,source_relative,0.0,0.798541,0.0
cross,als_to_pd,qda,source_relative,0.05,0.8006381333333333,0.0019429537722034298
cross,als_to_pd,qda,source_relative,0.1,0.7997905,0.0026550878256790264
cross,als_to_pd,qda,source_relative,0.15,0.7848021333333333,0.0030250255026948126
cross,als_to_pd,qda,source_relative,0.2,0.7611403333333333,0.003627202896251428
cross,als_to_pd,qda,source_relative,0.25,0.7315678666666666,0.005748003225908768
cross,als_to_pd,qda,source_relative,0.5,0.5595251333333333,0.006423699566413441
cross,als_to_pd,xgb,source_relative,0.0,0.716878,0.0
cross,als_to_pd,xgb,source_relative,0.05,0.7128696666666667,0.0015811717465076347
cross,als_to_pd,xgb,source_relative,0.1,0.7158065333333334,0.0023766689052237538
cross,als_to_pd,xgb,source_relative,0.15,0.7207324666666668,0.0035678729462972096
cross,als_to_pd,xgb,source_relative,0.2,0.7236055333333334,0.004291507963676507
cross,als_to_pd,xgb,source_relative,0.25,0.7251024333333334,0.004187602488160815
cross,als_to_pd,xgb,source_relative,0.5,0.7129349,0.00493607032273999
cross,als_to_pd,lgbm,source_relative,0.0,0.725631,0.0
cross,als_to_pd,lgbm,source_relative,0.05,0.7258111000000002,0.0015571066526048338
cross,als_to_pd,lgbm,source_relative,0.1,0.7193715333333334,0.002483046498284659
cross,als_to_pd,lgbm,source_relative,0.15,0.7118982333333332,0.003748455384723731
cross,als_to_pd,lgbm,source_relative,0.2,0.7032827333333335,0.003283776798804665
cross,als_to_pd,lgbm,source_relative,0.25,0.6972453333333334,0.0046771148956516375
cross,als_to_pd,lgbm,source_relative,0.5,0.6664725333333336,0.006448285378799295
cross,als_to_pd,rf,target_relative,0.0,0.815262,0.0
cross,als_to_pd,rf,target_relative,0.05,0.8006305,0.0026621206189155117
cross,als_to_pd,rf,target_relative,0.1,0.8007053,0.003120625789916132
cross,als_to_pd,rf,target_relative,0.15,0.8001026666666667,0.0025193341119859694
cross,als_to_pd,rf,target_relative,0.2,0.7989811333333334,0.003430615464369015
cross,als_to_pd,rf,target_relative,0.25,0.7966299333333333,0.002502754729649237
cross,als_to_pd,rf,target_relative,0.5,0.7642698666666666,0.004579489037401238
cross,als_to_pd,knn,target_relative,0.0,0.683278,0.0
cross,als_to_pd,knn,target_relative,0.05,0.684666,0.0014745038908520838
cross,als_to_pd,knn,target_relative,0.1,0.6853700333333334,0.001644256324579459
cross,als_to_pd,knn,target_relative,0.15,0.6853293666666666,0.0021268604104988037
cross,als_to_pd,knn,target_relative,0.2,0.6850995999999998,0.0026999032754066762
cross,als_to_pd,knn,target_relative,0.25,0.6825434333333334,0.0024809931365641076
cross,als_to_pd,knn,target_relative,0.5,0.6675870333333335,0.0031949022701941833
cross,als_to_pd,svm,target_relative,0.0,0.775085,0.0
cross,als_to_pd,svm,target_relative,0.05,0.7739675,0.0010220595080185082
cross,als_to_pd,svm,target_relative,0.1,0.7722055666666667,0.0019208914540288162
cross,als_to_pd,svm,target_relative,0.15,0.7700564000000001,0.00181903131856795
cross,als_to_pd,svm,target_relative,0.2,0.7671749666666668,0.0020212693260685845
cross,als_to_pd,svm,target_relative,0.25,0.7630377666666667,0.0027749524218764806
cross,als_to_pd,svm,target_relative,0.5,0.7356348666666666,0.0034307503927670413
cross,als_to_pd,dt,target_relative,0.0,0.854761,0.0
cross,als_to_pd,dt,target_relative,0.05,0.8486577666666667,0.0014085416934897007
cross,als_to_pd,dt,target_relative,0.1,0.8387011999999998,0.001792649578234646
cross,als_to_pd,dt,target_relative,0.15,0.8346289,0.0031306949801315075
cross,als_to_pd,dt,target_relative,0.2,0.8303233999999999,0.003530849967027094
cross,als_to_pd,dt,target_relative,0.25,0.8231342999999999,0.004066495679795208
cross,als_to_pd,dt,target_relative,0.5,0.7634985333333332,0.003517985961169896
cross,als_to_pd,qda,target_relative,0.0,0.798541,0.0
cross,als_to_pd,qda,target_relative,0.05,0.8002562999999999,0.0017849754204817862
cross,als_to_pd,qda,target_relative,0.1,0.8015124,0.0024260859011997087
cross,als_to_pd,qda,target_relative,0.15,0.7922527,0.0025512646917923223
cross,als_to_pd,qda,target_relative,0.2,0.7778907666666667,0.0032256575024308684
cross,als_to_pd,qda,target_relative,0.25,0.7558486333333334,0.0056923249264089065
cross,als_to_pd,qda,target_relative,0.5,0.6102729333333333,0.0067434251551410015
cross,als_to_pd,xgb,target_relative,0.0,0.716878,0.0
cross,als_to_pd,xgb,target_relative,0.05,0.7143561999999999,0.001160516246599187
