scope,domain,classifier,variant,sigma,mean_f1,std_f1
within,hd,knn,direct,0.1,0.7434259333333333,0.00317583855810185
within,hd,knn,direct,0.15,0.7340308333333334,0.004054774155735808
within,hd,knn,direct,0.2,0.7232597666666666,0.004249945319594148
within,hd,knn,direct,0.25,0.7130326333333333,0.004132979241738781
within,hd,knn,direct,0.5,0.6784508666666667,0.005057187706507495
within,hd,svm,direct,0.0,0.854348,0.0
within,hd,svm,direct,0.05,0.8426181666666667,0.0031023787101060905
within,hd,svm,direct,0.1,0.8112996000000001,0.003800286773208138
within,hd,svm,direct,0.15,0.7806418,0.0047417417024141805
within,hd,svm,direct,0.2,0.7565131333333333,0.004687606180743759
within,hd,svm,direct,0.25,0.7355114666666668,0.005092991253933559
within,hd,svm,direct,0.5,0.6791147666666668,0.006712693090696532
within,hd,dt,direct,0.0,0.90435,0.0
within,hd,dt,direct,0.05,0.9020319666666666,0.003679341409239853
within,hd,dt,direct,0.1,0.8657781666666666,0.003986865583156891
within,hd,dt,direct,0.15,0.8329151333333334,0.005569200869643403
within,hd,dt,direct,0.2,0.8068855666666666,0.004502771511914167
within,hd,dt,direct,0.25,0.7825230666666666,0.005051841138827899
within,hd,dt,direct,0.5,0.7092183333333334,0.00710924610355553
within,hd,qda,direct,0.0,0.873218,0.0
within,hd,qda,direct,0.05,0.8187194333333335,0.003115622456027974
within,hd,qda,direct,0.1,0.6214953666666665,0.006462103834229835
within,hd,qda,direct,0.15,0.48773130000000003,0.005339583085558853
within,hd,qda,direct,0.2,0.4364906333333333,0.0037718575912281884
within,hd,qda,direct,0.25,0.41790446666666664,0.001960512964776687
within,hd,qda,direct,0.5,0.4081333333333333,0.00038048837340825094
within,hd,xgb,direct,0.0,0.954603,0.0
within,hd,xgb,direct,0.05,0.9031225333333334,0.002737079361269052
within,hd,xgb,direct,0.1,0.8645082333333334,0.004093699369749208
within,hd,xgb,direct,0.15,0.8326575000000002,0.003540266303542708
within,hd,xgb,direct,0.2,0.8046819999999999,0.00398928790638128
within,hd,xgb,direct,0.25,0.7804483666666667,0.00643003003952511
within,hd,xgb,direct,0.5,0.7077370333333332,0.005705748531892663
within,hd,lgbm,direct,0.0,0.90435,0.0
within,hd,lgbm,direct,0.05,0.9016631666666667,0.002213156477060307
within,hd,lgbm,direct,0.1,0.8661719666666667,0.00413035936053104
within,hd,lgbm,direct,0.15,0.8342843,0.004196754740888785
within,hd,lgbm,direct,0.2,0.8065286999999999,0.0051372960360552495
within,hd,lgbm,direct,0.25,0.7807706,0.004428527346101906
within,hd,lgbm,direct,0.5,0.7095800666666666,0.006246768317233749
within,als,rf,direct,0.0,0.917688,0.0
within,als,rf,direct,0.05,0.9188601333333334,0.0020560368930899846
within,als,rf,direct,0.1,0.9209440333333333,0.002360664378770391
within,als,rf,direct,0.15,0.9184954333333335,0.003290466434636783
within,als,rf,direct,0.2,0.9091923333333334,0.00325066651344139
within,als,rf,direct,0.25,0.8974590666666666,0.0038886860907822963
within,als,rf,direct,0.5,0.8301491,0.005580122414613229
within,als,knn,direct,0.0,0.938265,0.0
within,als,knn,direct,0.05,0.9388903,0.0011153174636970328
within,als,knn,direct,0.1,0.9371764666666667,0.0018273473846994082
within,als,knn,direct,0.15,0.9348424333333333,0.0017514807859860125
within,als,knn,direct,0.2,0.9322960000000001,0.00222336577721938
within,als,knn,direct,0.25,0.9287413666666665,0.0029782244824418645
within,als,knn,direct,0.5,0.8954005000000002,0.004126271112409296
within,als,svm,direct,0.0,0.935244,0.0
within,als,svm,direct,0.05,0.9346813333333335,0.0007692593093732871
within,als,svm,direct,0.1,0.9331457,0.0008984609503536218
within,als,svm,direct,0.15,0.9309134333333334,0.0011753628547090812
within,als,svm,direct,0.2,0.9268032666666668,0.0015105339985977057
within,als,svm,direct,0.25,0.9224831666666666,0.0017253139660969516
within,als,svm,direct,0.5,0.8914653666666665,0.0032874350077050953
within,als,dt,direct,0.0,0.838105,0.0
within,als,dt,direct,0.05,0.8187018333333334,0.0027772119619519837
within,als,dt,direct,0.1,0.8031305666666666,0.003566518186994281
within,als,dt,direct,0.15,0.7880867333333333,0.0039063486958198414
within,als,dt,direct,0.2,0.7725489666666667,0.004272113831004212
within,als,dt,direct,0.25,0.7555870666666669,0.004644452812381322
within,als,dt,direct,0.5,0.6936290666666666,0.006293559482591674
within,als,qda,direct,0.0,0.964236,0.0
within,als,qda,direct,0.05,0.9605706666666668,0.0017347264781581583
within,als,qda,direct,0.1,0.9485615333333333,0.001751313747927005
within,als,qda,direct,0.15,0.9316502333333332,0.0031486520124336284
